UserID,ItemID,Rating,Dimension,Condition
15,194,1,DayTime,afternoon
37,195,1,DayTime,morning
35,196,1,DayTime,morning
40,197,1,DayTime,morning
10,198,1,DayTime,night
12,199,1,DayTime,afternoon
35,200,1,DayTime,morning
40,56,1,DayTime,morning
56,201,1,DayTime,morning
28,202,1,DayTime,morning
5,203,1,DayTime,night
10,204,1,DayTime,night
15,205,1,DayTime,afternoon
40,206,1,DayTime,morning
9,207,1,DayTime,night
26,208,1,DayTime,morning
23,209,1,DayTime,night
19,87,1,DayTime,morning
16,210,1,DayTime,morning
10,211,1,DayTime,night
43,212,1,DayTime,morning
34,213,1,DayTime,morning
29,214,1,DayTime,morning
15,215,1,DayTime,afternoon
12,216,1,DayTime,afternoon
5,217,1,DayTime,night
17,218,1,DayTime,night
35,219,1,DayTime,morning
57,220,1,DayTime,morning
38,221,1,DayTime,morning
12,37,1,DayTime,afternoon
48,222,1,DayTime,morning
58,223,1,DayTime,morning
1,224,1,DayTime,morning
15,225,1,DayTime,afternoon
5,226,1,DayTime,night
21,227,1,DayTime,evening
5,228,1,DayTime,night
36,219,1,DayTime,morning
19,229,1,DayTime,morning
40,88,1,DayTime,morning
15,230,1,DayTime,afternoon
12,231,1,DayTime,afternoon
29,232,1,DayTime,morning
14,233,1,DayTime,night
37,234,1,DayTime,morning
27,235,1,DayTime,night
5,236,1,DayTime,night
4,237,1,DayTime,evening
3,238,1,DayTime,night
5,239,1,DayTime,night
27,240,1,DayTime,night
10,241,1,DayTime,night
5,242,1,DayTime,night
59,243,1,DayTime,night
60,244,1,DayTime,night
61,245,1,DayTime,night
38,56,1,DayTime,morning
50,246,1,DayTime,evening
5,247,1,DayTime,night
49,248,1,DayTime,night
5,249,1,DayTime,night
20,250,1,DayTime,night
13,251,1,DayTime,night
27,252,1,DayTime,night
34,253,1,DayTime,morning
5,254,1,DayTime,night
8,255,1,DayTime,night
15,256,1,DayTime,afternoon
12,116,1,DayTime,afternoon
19,257,1,DayTime,morning
5,258,1,DayTime,night
10,259,1,DayTime,night
1,260,1,DayTime,morning
48,261,1,DayTime,morning
5,117,1,DayTime,night
40,262,1,DayTime,morning
5,263,1,DayTime,night
20,264,1,DayTime,night
15,265,1,DayTime,afternoon
28,266,1,DayTime,morning
12,45,1,DayTime,afternoon
25,56,1,DayTime,night
5,267,1,DayTime,night
5,268,1,DayTime,night
5,269,1,DayTime,night
59,270,1,DayTime,night
4,271,1,DayTime,evening
49,272,1,DayTime,night
38,273,1,DayTime,morning
5,274,1,DayTime,night
62,275,1,DayTime,evening
11,276,1,DayTime,morning
26,277,1,DayTime,morning
5,278,1,DayTime,night
25,279,1,DayTime,night
5,280,1,DayTime,night
6,281,1,DayTime,morning
23,282,1,DayTime,night
5,283,1,DayTime,night
63,284,1,DayTime,night
37,285,1,DayTime,morning
44,114,1,DayTime,afternoon
60,286,1,DayTime,night
62,287,1,DayTime,evening
5,288,1,DayTime,night
40,289,1,DayTime,morning
20,290,1,DayTime,night
38,291,1,DayTime,morning
27,292,1,DayTime,night
25,293,1,DayTime,night
17,294,1,DayTime,night
23,295,1,DayTime,night
64,155,1,DayTime,morning
4,238,1,DayTime,evening
37,296,1,DayTime,morning
19,297,1,DayTime,morning
49,298,1,DayTime,night
38,299,1,DayTime,morning
35,56,1,DayTime,morning
40,300,1,DayTime,morning
26,301,1,DayTime,morning
23,302,1,DayTime,night
28,303,1,DayTime,morning
15,304,1,DayTime,afternoon
60,305,1,DayTime,night
17,306,1,DayTime,night
25,307,1,DayTime,night
6,308,1,DayTime,morning
22,309,1,DayTime,evening
49,310,1,DayTime,night
13,311,1,DayTime,night
33,312,1,DayTime,morning
14,313,1,DayTime,night
50,314,1,DayTime,evening
34,315,1,DayTime,morning
10,316,1,DayTime,night
1,317,1,DayTime,morning
40,196,1,DayTime,morning
21,318,1,DayTime,evening
60,319,1,DayTime,night
12,320,1,DayTime,afternoon
8,321,1,DayTime,night
60,89,1,DayTime,night
35,322,1,DayTime,morning
37,323,1,DayTime,morning
20,324,1,DayTime,night
10,325,1,DayTime,night
15,326,1,DayTime,afternoon
12,327,1,DayTime,afternoon
9,145,1,DayTime,night
60,328,1,DayTime,night
59,329,1,DayTime,night
25,330,1,DayTime,night
12,331,1,DayTime,afternoon
50,332,1,DayTime,night
14,333,1,DayTime,night
34,242,1,DayTime,morning
20,334,1,DayTime,night
48,335,1,DayTime,morning
4,336,1,DayTime,night
15,337,1,DayTime,afternoon
21,338,1,DayTime,night
60,339,1,DayTime,night
59,178,1,DayTime,night
50,340,1,DayTime,night
10,341,1,DayTime,night
43,342,1,DayTime,morning
49,343,1,DayTime,night
27,344,1,DayTime,night
60,345,1,DayTime,night
50,346,1,DayTime,night
6,177,1,DayTime,morning
52,347,1,DayTime,night
34,348,1,DayTime,morning
29,349,1,DayTime,morning
15,350,1,DayTime,afternoon
10,351,1,DayTime,night
19,352,1,DayTime,morning
44,353,1,DayTime,afternoon
60,354,1,DayTime,night
27,355,1,DayTime,night
43,356,1,DayTime,morning
4,357,1,DayTime,night
34,34,1,DayTime,morning
10,358,1,DayTime,night
14,359,1,DayTime,night
61,45,1,DayTime,night
15,360,1,DayTime,afternoon
25,361,1,DayTime,night
40,235,1,DayTime,morning
58,362,1,DayTime,morning
21,363,1,DayTime,night
27,364,1,DayTime,night
12,218,1,DayTime,afternoon
16,76,1,DayTime,morning
34,365,1,DayTime,morning
21,366,1,DayTime,night
20,150,1,DayTime,night
6,284,1,DayTime,morning
50,367,1,DayTime,night
17,368,1,DayTime,night
60,369,1,DayTime,night
15,370,1,DayTime,afternoon
29,124,1,DayTime,morning
4,371,1,DayTime,night
43,372,1,DayTime,morning
27,373,1,DayTime,night
63,41,1,DayTime,night
5,374,1,DayTime,night
50,375,1,DayTime,night
24,376,1,DayTime,night
59,377,1,DayTime,night
26,378,1,DayTime,morning
8,379,1,DayTime,night
65,380,1,DayTime,night
15,116,1,DayTime,afternoon
40,381,1,DayTime,morning
10,382,1,DayTime,night
66,383,1,DayTime,morning
14,384,1,DayTime,night
59,385,1,DayTime,night
15,386,1,DayTime,afternoon
41,387,1,DayTime,night
67,388,1,DayTime,night
21,389,1,DayTime,night
4,237,1,DayTime,night
8,390,1,DayTime,night
40,391,1,DayTime,morning
12,392,1,DayTime,afternoon
17,393,1,DayTime,night
54,394,1,DayTime,afternoon
10,395,1,DayTime,night
6,203,1,DayTime,morning
68,396,1,DayTime,morning
59,395,1,DayTime,night
50,397,1,DayTime,night
46,398,1,DayTime,night
8,399,1,DayTime,night
35,400,1,DayTime,morning
2,392,1,DayTime,night
4,257,1,DayTime,night
54,200,1,DayTime,afternoon
27,401,1,DayTime,night
36,402,1,DayTime,morning
21,403,1,DayTime,night
19,404,1,DayTime,morning
15,19,1,DayTime,afternoon
49,405,1,DayTime,night
19,400,1,DayTime,morning
21,406,1,DayTime,night
34,407,1,DayTime,morning
56,408,1,DayTime,morning
50,409,1,DayTime,night
60,410,1,DayTime,night
38,261,1,DayTime,morning
4,271,1,DayTime,night
40,411,1,DayTime,morning
37,412,1,DayTime,morning
25,413,1,DayTime,night
12,414,1,DayTime,afternoon
50,415,1,DayTime,night
48,416,1,DayTime,morning
29,417,1,DayTime,morning
60,418,1,DayTime,night
15,419,1,DayTime,afternoon
12,420,1,DayTime,afternoon
49,421,1,DayTime,night
10,422,1,DayTime,night
50,423,1,DayTime,night
27,424,1,DayTime,night
38,425,1,DayTime,morning
5,426,1,DayTime,night
44,427,1,DayTime,afternoon
62,183,1,DayTime,night
34,428,1,DayTime,morning
5,429,1,DayTime,night
43,430,1,DayTime,morning
5,431,1,DayTime,night
5,432,1,DayTime,night
4,238,1,DayTime,night
19,433,1,DayTime,morning
49,434,1,DayTime,night
63,67,1,DayTime,night
58,435,1,DayTime,morning
27,436,1,DayTime,night
5,437,1,DayTime,night
38,438,1,DayTime,morning
44,439,1,DayTime,afternoon
60,103,1,DayTime,night
14,162,1,DayTime,night
34,273,1,DayTime,morning
21,440,1,DayTime,night
64,441,1,DayTime,morning
15,442,1,DayTime,afternoon
5,443,1,DayTime,night
49,192,1,DayTime,night
10,444,1,DayTime,night
5,445,1,DayTime,night
23,446,1,DayTime,night
60,447,1,DayTime,night
21,448,1,DayTime,night
5,449,1,DayTime,night
59,450,1,DayTime,night
5,451,1,DayTime,night
15,452,1,DayTime,afternoon
6,360,1,DayTime,morning
27,37,1,DayTime,night
10,453,1,DayTime,night
48,454,1,DayTime,morning
60,455,1,DayTime,night
29,456,1,DayTime,morning
50,457,1,DayTime,night
17,458,1,DayTime,night
19,41,1,DayTime,morning
5,459,1,DayTime,night
5,460,1,DayTime,night
15,461,1,DayTime,afternoon
12,177,1,DayTime,afternoon
9,434,1,DayTime,night
54,462,1,DayTime,afternoon
3,463,1,DayTime,night
5,464,1,DayTime,night
59,382,1,DayTime,night
10,465,1,DayTime,night
40,466,1,DayTime,morning
5,467,1,DayTime,night
50,468,1,DayTime,night
15,469,1,DayTime,afternoon
5,470,1,DayTime,night
25,417,1,DayTime,night
65,423,1,DayTime,night
9,471,1,DayTime,night
22,362,1,DayTime,night
20,472,1,DayTime,night
5,473,1,DayTime,night
28,474,1,DayTime,morning
37,475,1,DayTime,morning
5,476,1,DayTime,night
5,477,1,DayTime,night
62,478,1,DayTime,night
5,479,1,DayTime,night
15,480,1,DayTime,afternoon
20,481,1,DayTime,night
5,482,1,DayTime,night
5,483,1,DayTime,night
10,484,1,DayTime,night
5,485,1,DayTime,night
5,486,1,DayTime,night
69,487,1,DayTime,night
70,488,1,DayTime,night
61,126,1,DayTime,night
21,489,1,DayTime,night
60,204,1,DayTime,night
18,490,1,DayTime,morning
50,491,1,DayTime,night
15,492,1,DayTime,afternoon
12,493,1,DayTime,afternoon
22,494,1,DayTime,night
5,264,1,DayTime,night
17,495,1,DayTime,night
49,496,1,DayTime,night
62,497,1,DayTime,night
13,498,1,DayTime,night
12,442,1,DayTime,afternoon
19,499,1,DayTime,morning
5,500,1,DayTime,night
25,2,1,DayTime,night
1,501,1,DayTime,morning
60,502,1,DayTime,night
15,142,1,DayTime,afternoon
27,503,1,DayTime,night
40,504,1,DayTime,morning
5,505,1,DayTime,night
21,506,1,DayTime,night
10,507,1,DayTime,night
5,508,1,DayTime,night
54,509,1,DayTime,afternoon
5,510,1,DayTime,night
5,511,1,DayTime,night
62,512,1,DayTime,night
42,513,1,DayTime,night
71,514,1,DayTime,morning
17,515,1,DayTime,night
50,516,1,DayTime,night
5,517,1,DayTime,night
8,2,1,DayTime,night
43,518,1,DayTime,morning
20,11,1,DayTime,night
10,519,1,DayTime,night
12,520,1,DayTime,afternoon
60,472,1,DayTime,night
54,521,1,DayTime,afternoon
4,522,1,DayTime,night
8,523,1,DayTime,night
19,524,1,DayTime,morning
72,525,1,DayTime,night
5,526,1,DayTime,night
40,229,1,DayTime,morning
21,527,1,DayTime,night
27,528,1,DayTime,night
5,529,1,DayTime,night
49,530,1,DayTime,night
5,531,1,DayTime,night
52,532,1,DayTime,night
50,533,1,DayTime,night
5,534,1,DayTime,night
25,21,1,DayTime,night
38,87,1,DayTime,morning
17,407,1,DayTime,night
5,535,1,DayTime,night
20,536,1,DayTime,night
15,537,1,DayTime,afternoon
12,167,1,DayTime,afternoon
10,538,1,DayTime,night
1,539,1,DayTime,morning
50,540,1,DayTime,night
73,541,1,DayTime,morning
60,542,1,DayTime,night
5,543,1,DayTime,night
48,544,1,DayTime,morning
15,545,1,DayTime,afternoon
5,546,1,DayTime,night
59,547,1,DayTime,night
5,548,1,DayTime,night
25,236,1,DayTime,night
35,64,1,DayTime,morning
12,549,1,DayTime,afternoon
8,172,1,DayTime,night
61,550,1,DayTime,night
29,161,1,DayTime,morning
50,551,1,DayTime,night
15,552,1,DayTime,afternoon
5,553,1,DayTime,night
16,554,1,DayTime,morning
19,555,1,DayTime,morning
5,556,1,DayTime,night
38,557,1,DayTime,morning
21,558,1,DayTime,night
62,559,1,DayTime,night
60,560,1,DayTime,night
12,161,1,DayTime,afternoon
10,561,1,DayTime,night
59,328,1,DayTime,night
5,562,1,DayTime,night
40,121,1,DayTime,morning
19,173,1,DayTime,morning
5,563,1,DayTime,night
63,245,1,DayTime,night
54,564,1,DayTime,afternoon
49,565,1,DayTime,night
8,566,1,DayTime,night
44,121,1,DayTime,afternoon
5,567,1,DayTime,night
5,568,1,DayTime,night
18,392,1,DayTime,morning
27,569,1,DayTime,night
3,570,1,DayTime,night
19,571,1,DayTime,morning
5,572,1,DayTime,night
20,573,1,DayTime,night
28,431,1,DayTime,morning
15,146,1,DayTime,afternoon
60,574,1,DayTime,night
5,575,1,DayTime,night
22,576,1,DayTime,night
49,577,1,DayTime,night
12,578,1,DayTime,afternoon
13,579,1,DayTime,night
48,580,1,DayTime,morning
8,581,1,DayTime,night
20,582,1,DayTime,night
60,243,1,DayTime,night
52,583,1,DayTime,night
37,584,1,DayTime,morning
49,355,1,DayTime,night
43,585,1,DayTime,morning
50,586,1,DayTime,night
21,587,1,DayTime,night
20,560,1,DayTime,night
17,588,1,DayTime,night
15,589,1,DayTime,afternoon
22,333,1,DayTime,night
8,590,1,DayTime,night
38,591,1,DayTime,morning
35,592,1,DayTime,morning
10,252,1,DayTime,night
19,593,1,DayTime,morning
49,594,1,DayTime,night
60,377,1,DayTime,night
59,444,1,DayTime,night
50,595,1,DayTime,night
15,596,1,DayTime,afternoon
49,597,1,DayTime,night
40,598,1,DayTime,morning
12,599,1,DayTime,afternoon
48,600,1,DayTime,morning
9,601,1,DayTime,night
4,602,1,DayTime,night
34,603,1,DayTime,morning
32,604,1,DayTime,morning
10,547,1,DayTime,night
40,605,1,DayTime,morning
39,606,1,DayTime,morning
12,607,1,DayTime,evening
65,608,1,DayTime,night
74,609,1,DayTime,morning
25,456,1,DayTime,night
14,610,1,DayTime,night
8,611,1,DayTime,night
10,560,1,DayTime,night
75,612,1,DayTime,morning
4,613,1,DayTime,night
12,471,1,DayTime,evening
30,614,1,DayTime,night
59,615,1,DayTime,night
63,616,1,DayTime,night
62,617,1,DayTime,night
35,102,1,DayTime,morning
49,618,1,DayTime,night
29,619,1,DayTime,morning
4,620,1,DayTime,night
12,621,1,DayTime,evening
50,622,1,DayTime,night
20,623,1,DayTime,night
40,624,1,DayTime,morning
65,346,1,DayTime,night
8,625,1,DayTime,night
50,626,1,DayTime,night
35,627,1,DayTime,morning
38,628,1,DayTime,morning
37,44,1,DayTime,morning
12,38,1,DayTime,evening
10,481,1,DayTime,night
63,629,1,DayTime,night
25,630,1,DayTime,night
22,631,1,DayTime,night
4,467,1,DayTime,night
15,632,1,DayTime,evening
31,633,1,DayTime,night
42,634,1,DayTime,night
14,635,1,DayTime,night
49,636,1,DayTime,night
35,87,1,DayTime,morning
27,637,1,DayTime,night
17,638,1,DayTime,night
21,639,1,DayTime,night
15,46,1,DayTime,evening
10,286,1,DayTime,night
23,640,1,DayTime,night
68,67,1,DayTime,morning
59,222,1,DayTime,night
62,641,1,DayTime,night
52,642,1,DayTime,night
12,643,1,DayTime,evening
34,644,1,DayTime,morning
50,645,1,DayTime,night
60,646,1,DayTime,night
10,647,1,DayTime,night
38,176,1,DayTime,morning
49,648,1,DayTime,night
50,649,1,DayTime,night
59,608,1,DayTime,night
37,650,1,DayTime,morning
12,552,1,DayTime,evening
60,651,1,DayTime,night
8,652,1,DayTime,night
36,653,1,DayTime,morning
61,654,1,DayTime,night
48,326,1,DayTime,morning
50,655,1,DayTime,night
28,279,1,DayTime,morning
59,204,1,DayTime,night
15,656,1,DayTime,evening
12,657,1,DayTime,evening
20,658,1,DayTime,night
55,659,1,DayTime,night
65,660,1,DayTime,night
21,661,1,DayTime,night
34,662,1,DayTime,morning
66,63,1,DayTime,morning
59,663,1,DayTime,night
76,402,1,DayTime,night
65,664,1,DayTime,night
59,83,1,DayTime,night
31,665,1,DayTime,night
60,666,1,DayTime,night
35,145,1,DayTime,morning
23,667,1,DayTime,night
57,668,1,DayTime,morning
8,669,1,DayTime,night
20,171,1,DayTime,night
15,670,1,DayTime,evening
12,671,1,DayTime,evening
48,672,1,DayTime,morning
28,438,1,DayTime,morning
49,673,1,DayTime,night
25,245,1,DayTime,night
15,674,1,DayTime,evening
12,675,1,DayTime,evening
38,301,1,DayTime,morning
40,577,1,DayTime,morning
26,412,1,DayTime,morning
50,676,1,DayTime,night
8,677,1,DayTime,night
49,678,1,DayTime,night
59,679,1,DayTime,night
50,576,1,DayTime,night
15,680,1,DayTime,evening
12,681,1,DayTime,evening
10,243,1,DayTime,night
4,682,1,DayTime,night
23,683,1,DayTime,night
60,83,1,DayTime,night
10,608,1,DayTime,night
63,394,1,DayTime,night
4,684,1,DayTime,night
15,547,1,DayTime,evening
34,58,1,DayTime,morning
48,282,1,DayTime,morning
26,685,1,DayTime,morning
77,686,1,DayTime,night
60,481,1,DayTime,night
49,201,1,DayTime,night
17,607,1,DayTime,night
38,687,1,DayTime,morning
12,688,1,DayTime,evening
4,281,1,DayTime,night
31,689,1,DayTime,night
40,690,1,DayTime,morning
60,325,1,DayTime,night
78,691,1,DayTime,morning
50,692,1,DayTime,night
61,39,1,DayTime,night
45,693,1,DayTime,night
68,694,1,DayTime,morning
8,695,1,DayTime,night
49,696,1,DayTime,morning
10,395,1,DayTime,morning
12,632,1,DayTime,evening
4,123,1,DayTime,night
79,355,1,DayTime,morning
31,686,1,DayTime,morning
80,560,1,DayTime,morning
40,697,1,DayTime,morning
65,698,1,DayTime,morning
24,699,1,DayTime,night
43,700,1,DayTime,morning
15,99,1,DayTime,evening
1,701,1,DayTime,morning
49,702,1,DayTime,morning
34,703,1,DayTime,morning
59,103,1,DayTime,night
62,704,1,DayTime,night
10,705,1,DayTime,morning
23,706,1,DayTime,morning
11,707,1,DayTime,morning
63,284,1,DayTime,morning
15,495,1,DayTime,evening
12,47,1,DayTime,evening
21,708,1,DayTime,night
40,552,1,DayTime,morning
81,121,1,DayTime,evening
9,709,1,DayTime,morning
25,710,1,DayTime,morning
19,121,1,DayTime,morning
50,380,1,DayTime,night
59,711,1,DayTime,night
1,712,1,DayTime,morning
49,713,1,DayTime,morning
10,319,1,DayTime,morning
36,714,1,DayTime,morning
8,313,1,DayTime,night
4,715,1,DayTime,night
58,716,1,DayTime,morning
40,717,1,DayTime,morning
48,718,1,DayTime,morning
17,719,1,DayTime,morning
15,720,1,DayTime,evening
1,721,1,DayTime,morning
44,41,1,DayTime,evening
65,722,1,DayTime,morning
49,723,1,DayTime,morning
82,724,1,DayTime,morning
50,725,1,DayTime,night
60,329,1,DayTime,night
10,316,1,DayTime,morning
31,726,1,DayTime,morning
12,727,1,DayTime,evening
80,728,1,DayTime,morning
8,729,1,DayTime,night
62,730,1,DayTime,night
25,731,1,DayTime,morning
15,732,1,DayTime,evening
60,733,1,DayTime,night
48,710,1,DayTime,morning
81,41,1,DayTime,evening
10,734,1,DayTime,morning
4,735,1,DayTime,night
34,281,1,DayTime,morning
80,615,1,DayTime,morning
8,736,1,DayTime,night
40,400,1,DayTime,morning
16,737,1,DayTime,morning
22,738,1,DayTime,night
15,739,1,DayTime,evening
60,561,1,DayTime,night
9,740,1,DayTime,morning
43,741,1,DayTime,morning
15,177,1,DayTime,evening
3,359,1,DayTime,morning
26,742,1,DayTime,morning
21,743,1,DayTime,night
10,354,1,DayTime,morning
59,705,1,DayTime,night
49,744,1,DayTime,morning
12,644,1,DayTime,evening
60,334,1,DayTime,night
76,745,1,DayTime,night
43,746,1,DayTime,morning
8,747,1,DayTime,night
79,684,1,DayTime,morning
40,748,1,DayTime,morning
80,749,1,DayTime,morning
1,442,1,DayTime,morning
26,750,1,DayTime,morning
23,407,1,DayTime,morning
10,328,1,DayTime,morning
62,751,1,DayTime,night
60,752,1,DayTime,night
21,753,1,DayTime,night
49,754,1,DayTime,morning
12,401,1,DayTime,evening
54,200,1,DayTime,evening
79,755,1,DayTime,morning
80,756,1,DayTime,morning
8,757,1,DayTime,night
15,758,1,DayTime,evening
66,145,1,DayTime,morning
37,759,1,DayTime,morning
20,542,1,DayTime,morning
10,358,1,DayTime,morning
19,381,1,DayTime,morning
31,142,1,DayTime,morning
49,760,1,DayTime,morning
59,89,1,DayTime,night
83,445,1,DayTime,morning
27,8,1,DayTime,night
25,761,1,DayTime,morning
40,401,1,DayTime,morning
17,762,1,DayTime,morning
80,763,1,DayTime,morning
27,764,1,DayTime,night
11,765,1,DayTime,morning
38,41,1,DayTime,morning
10,615,1,DayTime,morning
65,766,1,DayTime,morning
60,178,1,DayTime,night
49,767,1,DayTime,morning
30,54,1,DayTime,night
84,768,1,DayTime,night
36,769,1,DayTime,morning
20,351,1,DayTime,morning
21,770,1,DayTime,night
80,204,1,DayTime,morning
14,337,1,DayTime,morning
15,396,1,DayTime,evening
1,58,1,DayTime,morning
60,316,1,DayTime,night
12,771,1,DayTime,evening
17,772,1,DayTime,morning
21,773,1,DayTime,night
80,774,1,DayTime,morning
22,775,1,DayTime,night
10,776,1,DayTime,morning
50,777,1,DayTime,night
31,778,1,DayTime,morning
79,779,1,DayTime,morning
60,780,1,DayTime,night
9,781,1,DayTime,morning
80,252,1,DayTime,morning
70,782,1,DayTime,night
12,783,1,DayTime,evening
34,784,1,DayTime,morning
4,785,1,DayTime,night
60,382,1,DayTime,night
26,786,1,DayTime,morning
27,787,1,DayTime,night
5,249,1,DayTime,morning
21,788,1,DayTime,night
15,262,1,DayTime,evening
12,789,1,DayTime,evening
25,320,1,DayTime,morning
5,58,1,DayTime,morning
48,790,1,DayTime,morning
79,791,1,DayTime,morning
5,792,1,DayTime,morning
34,793,1,DayTime,morning
15,794,1,DayTime,evening
5,795,1,DayTime,morning
1,796,1,DayTime,morning
14,123,1,DayTime,morning
73,797,1,DayTime,morning
5,71,1,DayTime,morning
21,798,1,DayTime,night
54,799,1,DayTime,evening
44,800,1,DayTime,evening
5,801,1,DayTime,morning
49,802,1,DayTime,morning
5,128,1,DayTime,morning
27,727,1,DayTime,night
4,4,1,DayTime,night
5,267,1,DayTime,morning
15,803,1,DayTime,evening
17,804,1,DayTime,morning
5,805,1,DayTime,morning
34,806,1,DayTime,morning
62,807,1,DayTime,night
