userID,songID,rating,dimension,condition
3,1532,1,activity,walking
3,558,5,activity,sleeping
3,40,2,activity,sleeping
3,3462,1,activity,relaxing
3,4567,1,activity,sleeping
3,5077,2,activity,sleeping
3,283,2,mood,happy
3,5646,1,mood,happy
3,5697,1,activity,running
3,4138,4,activity,sleeping
3,5313,2,activity,sleeping
3,3148,3,activity,relaxing
3,3090,1,activity,sleeping
3,813,5,activity,relaxing
3,3429,5,activity,sleeping
3,3799,4,activity,walking
3,5613,2,activity,walking
3,2637,2,activity,sleeping
3,193,2,activity,walking
3,2508,1,activity,walking
3,1621,3,activity,walking
3,1643,3,mood,happy
3,5539,5,activity,walking
3,5275,2,mood,sad
3,2010,1,activity,relaxing
3,315,2,activity,sleeping
3,5299,5,activity,sleeping
3,2750,4,activity,relaxing
3,2393,2,activity,walking
3,117,3,activity,running
3,5359,4,activity,running
3,2450,5,mood,happy
3,278,1,activity,sleeping
3,4408,3,mood,sad
3,678,1,mood,happy
3,3863,1,activity,sleeping
3,5618,2,activity,walking
3,299,1,mood,sad
3,1901,4,activity,relaxing
3,2234,4,mood,happy
3,2180,1,activity,running
3,1604,4,mood,sad
3,5289,4,activity,running
3,2428,2,activity,running
3,5033,3,activity,sleeping
3,2450,1,activity,relaxing
3,2694,3,activity,sleeping
3,4376,5,activity,sleeping
3,280,2,mood,sad
3,5545,4,activity,sleeping
3,2336,3,activity,relaxing
3,5298,5,activity,relaxing
3,3732,2,activity,relaxing
3,1397,4,mood,happy
3,3983,4,mood,sad
3,3383,5,activity,relaxing
3,3989,4,activity,walking
3,2430,4,mood,happy
3,3227,3,activity,sleeping
3,4019,2,activity,relaxing
3,4831,3,activity,sleeping
3,2246,1,activity,relaxing
3,1460,4,activity,relaxing
3,4087,5,activity,sleeping
3,4679,5,activity,running
3,4029,4,mood,sad
3,2381,5,activity,running
3,1120,5,activity,running
3,4954,3,activity,relaxing
3,3623,2,activity,running
3,3073,2,mood,happy
3,4263,4,activity,running
3,2890,3,mood,sad
3,5177,4,mood,happy
3,3539,2,mood,sad
3,246,1,mood,happy
3,1475,5,activity,relaxing
3,163,5,activity,walking
3,3705,5,mood,sad
3,4408,2,mood,sad
3,519,3,mood,happy
3,2156,4,activity,sleeping
3,5008,5,activity,relaxing
3,2932,3,mood,sad
3,2131,3,activity,running
3,5813,5,activity,sleeping
3,2885,1,activity,walking
3,4875,2,activity,running
3,3052,3,activity,relaxing
3,5701,5,activity,running
3,3817,2,mood,happy
3,487,4,activity,running
3,307,3,mood,sad
3,1425,1,activity,relaxing
3,5761,5,activity,running
3,2675,4,mood,happy
3,2227,3,mood,happy
3,2818,2,mood,happy
3,3301,5,activity,sleeping
3,166,2,activity,relaxing
3,4534,4,mood,happy
3,1023,5,activity,walking
3,5507,3,activity,sleeping
3,2764,3,activity,relaxing
3,2783,4,mood,happy
3,1279,3,mood,sad
3,3151,3,mood,happy
3,2831,1,activity,sleeping
3,2115,5,activity,walking
3,2300,3,activity,sleeping
3,1685,2,mood,sad
3,2923,3,mood,happy
3,3209,1,activity,walking
3,383,3,mood,sad
3,1742,4,mood,sad
3,5300,1,activity,sleeping
3,4202,4,activity,running
3,610,4,mood,sad
3,3829,1,activity,walking
3,2684,5,mood,sad
3,3969,2,activity,sleeping
3,4036,4,mood,happy
3,3671,5,activity,running
3,4636,3,mood,happy
3,3520,4,mood,happy
3,5272,4,mood,sad
3,2135,1,activity,relaxing
3,4673,3,mood,happy
3,395,2,activity,walking
3,1574,1,activity,walking
3,3629,3,activity,relaxing
3,172,2,activity,sleeping
3,1826,2,mood,happy
3,3464,4,activity,relaxing
3,2322,5,activity,relaxing
3,2263,3,activity,walking
3,4413,3,activity,relaxing
3,1621,3,mood,happy
3,3543,1,mood,happy
3,5664,4,mood,happy
3,309,4,activity,walking
3,2381,2,activity,relaxing
3,3918,2,activity,sleeping
3,1256,1,activity,relaxing
3,4322,4,mood,happy
3,1678,4,activity,relaxing
3,146,3,activity,walking
3,2271,2,activity,running
3,3804,3,activity,running
3,815,5,mood,happy
3,1978,4,activity,relaxing
3,4128,3,mood,sad
3,433,1,activity,running
3,5461,3,activity,relaxing
3,3081,2,activity,walking
3,3676,3,mood,happy
3,2592,4,mood,happy
3,3119,2,activity,running
3,1326,4,activity,relaxing
3,3522,2,activity,running
3,1631,2,activity,walking
3,2315,4,activity,relaxing
3,1103,2,activity,relaxing
3,4958,2,activity,sleeping
3,1866,2,mood,happy
3,4715,2,activity,sleeping
3,4092,5,mood,happy
3,2325,2,activity,relaxing
3,1881,5,mood,happy
3,159,5,mood,sad
3,710,3,mood,sad
3,2728,5,activity,running
3,3147,4,mood,sad
3,90,5,activity,walking
3,4935,4,activity,relaxing
3,3672,2,mood,sad
3,5538,2,activity,relaxing
3,4244,3,activity,relaxing
3,4346,4,activity,relaxing
3,1957,3,activity,relaxing
3,3990,3,activity,relaxing
3,1425,3,mood,sad
3,4768,2,activity,running
3,545,4,mood,happy
3,1910,1,mood,sad
3,1454,4,mood,sad
3,4434,3,mood,happy
3,849,4,mood,sad
3,3757,5,mood,sad
3,1189,1,activity,walking
3,1256,4,activity,walking
3,4690,3,activity,relaxing
3,5289,4,activity,running
3,2020,1,activity,walking
3,2976,5,activity,walking
3,2511,2,activity,walking
4,855,4,mood,sad
4,1382,1,mood,happy
4,5263,4,activity,running
4,4043,2,activity,running
4,5437,5,activity,running
4,1582,3,activity,walking
4,1532,5,activity,running
4,544,1,activity,walking
4,3020,3,mood,sad
4,449,3,mood,sad
4,4542,3,activity,sleeping
4,3968,5,activity,walking
4,3400,1,mood,sad
4,4713,3,activity,relaxing
4,5586,3,activity,sleeping
4,3110,3,activity,sleeping
4,3671,3,mood,sad
4,5720,3,activity,running
4,4479,5,mood,happy
4,3481,2,mood,happy
4,2600,4,activity,walking
4,1364,2,mood,happy
4,5052,5,mood,sad
4,3548,4,activity,walking
4,3366,4,activity,sleeping
4,796,2,activity,walking
4,4222,2,mood,sad
4,4429,1,activity,walking
4,5272,3,activity,sleeping
4,3719,1,mood,sad
4,2367,1,mood,happy
4,3741,4,activity,walking
4,5817,3,activity,walking
4,4891,3,activity,running
4,3497,1,mood,happy
4,198,2,mood,sad
4,4511,3,activity,relaxing
4,3991,3,activity,sleeping
4,1317,3,mood,sad
4,2558,4,activity,walking
4,5251,4,activity,sleeping
4,3899,2,activity,walking
4,3924,4,activity,walking
4,4156,4,activity,relaxing
4,962,3,activity,relaxing
4,600,5,activity,sleeping
4,661,5,mood,happy
4,1358,4,mood,sad
4,4453,3,mood,sad
4,205,2,mood,sad
4,4869,2,mood,happy
4,711,1,mood,happy
4,182,3,activity,relaxing
4,3472,2,activity,walking
4,5568,4,activity,walking
4,3772,5,activity,running
4,1363,2,activity,sleeping
4,1569,1,mood,happy
4,5378,3,activity,relaxing
4,414,2,mood,sad
4,2623,1,activity,sleeping
4,2551,1,activity,walking
4,1562,2,activity,running
4,3882,2,activity,running
4,1265,2,activity,relaxing
4,5680,4,activity,sleeping
4,1154,3,activity,running
4,4264,5,activity,running
4,2047,5,activity,running
4,2226,1,activity,relaxing
4,5737,5,activity,walking
4,2464,5,activity,running
4,4841,5,activity,walking
4,6,3,activity,relaxing
4,1359,5,mood,happy
4,5095,4,mood,sad
4,2965,3,activity,walking
4,1816,1,mood,sad
4,1971,2,mood,sad
4,5283,2,activity,sleeping
4,563,3,activity,walking
4,820,2,mood,happy
4,2786,3,activity,running
4,5703,3,activity,walking
4,1734,1,mood,happy
4,4521,3,activity,relaxing
4,4535,1,mood,sad
4,1308,3,activity,sleeping
4,4733,3,activity,sleeping
4,4067,4,mood,happy
4,987,2,mood,happy
4,1409,2,mood,happy
4,4791,4,mood,sad
4,2252,2,activity,sleeping
4,5768,3,activity,relaxing
4,5680,2,mood,happy
4,965,2,mood,happy
4,5056,5,activity,relaxing
4,2073,5,activity,walking
4,4008,4,activity,sleeping
4,793,3,activity,walking
4,1102,4,mood,happy
4,2015,1,activity,relaxing
4,4259,3,activity,walking
4,190,2,activity,running
4,4738,4,activity,walking
4,2472,5,mood,sad
4,5436,3,activity,walking
4,1340,1,activity,sleeping
4,2122,4,activity,running
4,4497,4,activity,walking
4,4718,2,activity,walking
4,776,5,mood,happy
4,3938,1,activity,relaxing
4,5715,5,activity,walking
4,3175,2,activity,relaxing
4,1523,5,activity,sleeping
4,1819,1,mood,happy
4,3400,5,activity,sleeping
4,4423,1,activity,relaxing
4,4093,1,activity,relaxing
4,2735,3,activity,relaxing
4,3021,5,mood,sad
4,5565,4,activity,walking
4,5693,2,mood,happy
4,5139,4,activity,relaxing
4,3208,2,activity,sleeping
4,464,2,activity,running
4,3413,1,mood,happy
4,5714,1,mood,happy
4,3145,1,activity,walking
4,3480,1,activity,sleeping
4,4073,1,mood,happy
4,2327,3,activity,running
4,5796,1,activity,walking
4,1628,1,mood,happy
4,2274,1,mood,sad
4,4123,3,mood,happy
4,4211,2,activity,sleeping
4,2079,5,activity,walking
4,3633,4,activity,running
4,1364,1,mood,happy
4,3445,1,mood,happy
4,5195,2,activity,walking
4,2532,5,mood,sad
4,5527,3,mood,happy
4,4015,1,activity,running
4,5834,1,activity,relaxing
4,4640,3,activity,running
4,2186,2,mood,sad
4,131,5,activity,walking
4,2792,2,activity,walking
4,5242,2,activity,walking
4,4399,4,activity,sleeping
4,2978,4,mood,happy
4,2849,5,activity,sleeping
4,3924,1,mood,happy
4,2868,5,activity,relaxing
4,3226,1,mood,sad
4,3941,1,mood,happy
4,3442,1,activity,running
4,1192,3,mood,happy
4,1351,4,activity,relaxing
4,3530,1,activity,sleeping
4,2150,4,activity,running
4,1731,4,activity,walking
4,784,2,activity,relaxing
4,4256,4,mood,sad
4,4254,2,activity,running
4,1082,5,mood,sad
4,4511,4,activity,relaxing
4,743,1,mood,sad
4,4898,1,mood,sad
4,1174,4,activity,sleeping
4,4328,1,mood,happy
4,259,5,activity,walking
4,2602,5,mood,happy
4,593,5,activity,walking
4,1906,1,mood,happy
4,3794,3,activity,running
4,3322,1,mood,sad
4,3258,2,activity,relaxing
4,574,3,activity,sleeping
4,2974,2,mood,sad
4,355,3,mood,sad
4,4251,3,mood,happy
4,3558,4,activity,walking
4,3501,4,activity,sleeping
4,741,2,activity,relaxing
5,3186,1,mood,happy
5,4512,4,mood,happy
5,421,2,activity,sleeping
5,252,2,activity,relaxing
5,3370,2,activity,walking
5,1733,5,activity,sleeping
5,972,5,activity,relaxing
5,1692,1,mood,happy
5,777,2,activity,relaxing
5,1437,4,activity,sleeping
5,3385,4,activity,relaxing
5,1561,1,activity,running
5,488,2,mood,happy
5,2269,2,activity,running
5,5662,2,activity,running
5,886,5,activity,walking
5,3747,4,activity,running
5,5186,2,activity,running
5,5318,3,activity,relaxing
5,2445,3,mood,sad
5,2620,1,activity,walking
5,2954,3,activity,relaxing
5,1447,5,mood,happy
5,2692,4,activity,walking
5,1861,2,activity,relaxing
5,5130,1,activity,relaxing
5,5581,2,mood,happy
5,617,3,activity,sleeping
5,5392,5,mood,sad
5,1738,3,activity,relaxing
5,1192,4,mood,sad
5,5429,2,activity,sleeping
5,5362,1,mood,happy
5,4096,3,mood,happy
5,531,5,activity,running
5,5329,2,activity,relaxing
5,2296,2,mood,happy
5,2228,2,activity,running
5,4572,4,activity,walking
5,4644,4,activity,walking
5,200,3,activity,sleeping
5,2204,4,activity,running
5,2938,5,mood,sad
5,1365,1,activity,running
5,5159,3,mood,happy
5,339,1,activity,sleeping
5,2873,5,mood,happy
5,5295,5,mood,happy
5,4637,4,activity,running
5,3873,5,activity,sleeping
5,1611,3,mood,happy
5,4237,3,activity,walking
5,487,5,activity,relaxing
5,2346,5,activity,walking
5,3523,2,activity,sleeping
5,5053,4,mood,sad
5,4514,4,activity,walking
5,4763,4,activity,walking
5,193,2,activity,relaxing
5,4368,5,activity,sleeping
5,4627,2,activity,relaxing
5,4443,1,activity,running
5,886,4,activity,walking
5,3452,2,activity,running
5,800,1,activity,sleeping
5,2627,5,mood,happy
5,3011,4,activity,walking
5,90,3,activity,sleeping
5,5154,3,activity,relaxing
5,5376,2,activity,relaxing
5,4680,5,activity,sleeping
5,3004,3,mood,happy
5,3946,4,mood,sad
5,4391,3,activity,running
5,3272,2,activity,sleeping
5,5600,1,activity,relaxing
5,1726,3,activity,running
5,5111,5,activity,walking
5,3816,1,mood,happy
5,4819,5,activity,relaxing
5,5286,5,activity,walking
5,3079,1,activity,walking
5,551,2,activity,sleeping
5,4386,1,activity,running
5,2020,1,activity,running
5,3803,4,activity,sleeping
5,5731,3,mood,happy
5,5500,4,activity,relaxing
5,2879,3,mood,sad
5,4269,3,activity,sleeping
5,4250,3,activity,running
5,1436,4,activity,walking
5,2087,4,mood,happy
5,1412,1,mood,happy
5,5067,3,activity,sleeping
5,3770,5,activity,sleeping
5,4917,5,mood,sad
5,674,2,activity,running
5,2910,2,activity,walking
5,1332,1,activity,walking
5,5408,3,activity,walking
5,3464,3,activity,running
5,4200,2,mood,sad
5,548,4,activity,walking
5,3437,2,activity,running
5,111,2,activity,walking
5,337,2,activity,walking
5,2504,3,mood,happy
5,5792,3,mood,happy
5,3279,5,mood,sad
5,3390,1,activity,sleeping
5,5619,1,mood,happy
5,5727,2,mood,happy
5,2584,4,mood,happy
5,5222,4,activity,relaxing
5,1452,2,activity,relaxing
5,2070,3,mood,sad
5,5357,4,activity,sleeping
5,387,2,activity,running
5,5073,4,activity,sleeping
5,1659,5,activity,relaxing
5,358,5,mood,happy
5,2619,4,mood,happy
5,5091,4,mood,happy
5,3920,1,activity,running
5,5721,2,activity,walking
5,265,4,activity,relaxing
5,4786,3,mood,happy
5,2162,4,activity,walking
5,224,1,mood,sad
5,2671,2,mood,sad
5,4763,4,activity,sleeping
5,2611,3,mood,happy
5,4347,4,activity,walking
5,1982,5,activity,relaxing
5,4372,5,activity,running
5,408,2,activity,running
5,4327,1,activity,sleeping
5,1440,3,activity,running
5,1245,3,activity,sleeping
5,5718,5,mood,sad
5,5530,3,activity,relaxing
5,1167,4,activity,walking
5,4334,2,activity,sleeping
5,2915,5,mood,happy
5,439,1,activity,sleeping
5,1941,5,mood,happy
5,1791,1,mood,happy
5,2206,3,mood,happy
5,3859,4,activity,relaxing
5,4075,4,mood,happy
5,5718,3,mood,sad
5,1666,4,activity,walking
5,1090,1,activity,relaxing
5,3444,3,activity,sleeping
5,4519,3,activity,running
5,290,4,activity,running
5,3428,3,mood,happy
5,1878,3,mood,sad
5,448,2,activity,walking
5,5049,3,mood,happy
5,4158,5,mood,happy
5,1924,5,activity,walking
5,497,3,activity,walking
5,2993,5,activity,relaxing
5,4324,1,activity,walking
5,4233,4,activity,sleeping
5,795,2,activity,sleeping
5,5480,3,activity,relaxing
5,1648,1,activity,running
5,5083,2,activity,running
5,4880,3,activity,relaxing
5,5234,4,activity,running
5,5650,4,activity,running
5,1968,4,activity,relaxing
5,208,3,activity,running
5,2753,5,activity,relaxing
5,2389,2,mood,sad
5,457,5,mood,sad
5,3803,4,activity,running
5,5034,1,mood,happy
5,1728,2,activity,running
5,3318,4,mood,happy
5,5220,1,mood,sad
5,2034,5,activity,relaxing
5,220,4,activity,relaxing
5,787,5,activity,running
5,4087,5,activity,sleeping
5,1349,5,activity,walking
5,1233,1,mood,sad
5,4562,2,activity,sleeping
5,570,1,activity,relaxing
5,3000,3,activity,walking
5,4004,5,activity,sleeping
5,2486,3,activity,relaxing
5,4490,5,activity,walking
5,1371,2,mood,sad
5,3939,3,activity,walking
5,2019,1,activity,walking
5,4955,2,mood,happy
5,829,3,activity,walking
5,2178,1,mood,happy
5,101,3,activity,relaxing
5,5348,1,activity,running
5,5297,1,mood,sad
5,695,2,mood,happy
5,2276,5,activity,sleeping
5,995,1,activity,relaxing
5,3903,5,activity,running
5,5273,5,mood,sad
5,4740,2,mood,sad
5,1526,1,activity,sleeping
5,4579,1,activity,running
5,1841,4,activity,running
5,2556,3,activity,sleeping
5,2679,1,activity,sleeping
5,330,5,activity,relaxing
5,313,1,mood,happy
5,4015,3,mood,happy
5,860,4,mood,happy
5,5601,3,activity,relaxing
5,5367,2,activity,running
5,5332,5,mood,sad
5,5367,5,activity,sleeping
5,4324,4,activity,relaxing
5,2213,3,activity,sleeping
5,310,2,activity,running
5,2160,3,mood,happy
5,2222,4,activity,sleeping
5,1404,4,activity,walking
5,5223,5,activity,walking
5,3911,4,activity,walking
5,1265,3,activity,relaxing
5,361,3,mood,sad
5,5617,3,activity,relaxing
6,574,1,mood,sad
6,1825,3,activity,walking
6,1355,5,activity,sleeping
6,3503,5,activity,walking
6,2676,4,activity,sleeping
6,4433,1,mood,happy
6,4967,4,activity,running
6,4494,1,activity,walking
6,5117,5,activity,sleeping
6,1814,2,activity,relaxing
6,4623,3,activity,walking
6,42,5,mood,happy
6,201,3,mood,sad
6,238,3,mood,sad
6,5768,4,activity,running
6,3661,5,mood,happy
6,3396,1,activity,sleeping
6,947,3,mood,sad
6,5159,3,activity,running
6,4227,3,mood,happy
6,2117,2,activity,sleeping
6,183,3,mood,happy
6,2735,5,mood,happy
6,3104,2,activity,running
6,5455,5,activity,walking
6,3911,4,activity,walking
6,5527,2,activity,relaxing
6,4091,4,mood,happy
6,5035,3,activity,sleeping
6,4011,3,activity,sleeping
6,5300,1,mood,happy
6,662,4,activity,relaxing
6,3459,1,activity,walking
6,5100,1,activity,relaxing
6,5373,4,activity,relaxing
6,1259,3,activity,walking
6,3382,3,mood,sad
6,2794,2,activity,running
6,5487,5,activity,running
6,749,3,mood,sad
6,4054,4,mood,happy
6,3382,1,activity,running
6,1924,2,activity,walking
6,5436,3,mood,happy
6,1352,2,mood,happy
6,2645,4,mood,happy
6,4505,2,activity,sleeping
6,3274,5,activity,running
6,2344,1,mood,happy
6,1441,4,mood,happy
6,5734,2,mood,happy
6,793,5,activity,relaxing
6,4504,3,activity,walking
6,565,2,activity,relaxing
6,567,4,activity,relaxing
6,4179,1,activity,walking
6,983,2,activity,relaxing
6,1491,3,activity,sleeping
6,1813,3,mood,sad
6,3102,3,activity,running
6,2278,2,activity,relaxing
6,5345,3,activity,running
6,4133,1,mood,happy
6,5813,2,activity,relaxing
6,4738,5,activity,running
6,2064,5,activity,running
6,3735,3,mood,happy
6,3453,1,activity,running
6,2175,4,activity,relaxing
6,4123,2,activity,relaxing
6,5095,2,activity,sleeping
6,2505,1,mood,happy
