userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
1033,250,weather:cloudy,699;2.7241888,753;2.7241888,691;2.7241888,736;2.7241888,719;2.7241888,762;2.7241888,277;2.7241888,296;2.7241888,735;2.7241888,690;2.7241888,732;2.7241888,276;2.7241888,278;2.7241888,739;2.7241888,748;2.7241888,714;2.7241888,253;2.7241888,725;2.7241888,274;2.7241888,679;2.7241888
1033,291,roadtype:serpentine;landscape:coast line,699;2.7241888,753;2.7241888,691;2.7241888,736;2.7241888,719;2.7241888,762;2.7241888,277;2.7241888,757;2.7241888,296;2.7241888,735;2.7241888,690;2.7241888,732;2.7241888,276;2.7241888,278;2.7241888,739;2.7241888,748;2.7241888,714;2.7241888,253;2.7241888,725;2.7241888,274;2.7241888
1033,725,landscape:mountains,699;2.7241888,753;2.7241888,691;2.7241888,736;2.7241888,719;2.7241888,762;2.7241888,277;2.7241888,757;2.7241888,296;2.7241888,735;2.7241888,690;2.7241888,732;2.7241888,276;2.7241888,278;2.7241888,739;2.7241888,748;2.7241888,714;2.7241888,253;2.7241888,725;2.7241888,274;2.7241888
1033,249,trafficconditions:free road,699;2.7241888,753;2.7241888,691;2.7241888,719;2.7241888,762;2.7241888,277;2.7241888,757;2.7241888,296;2.7241888,735;2.7241888,690;2.7241888,732;2.7241888,276;2.7241888,278;2.7241888,739;2.7241888,714;2.7241888,253;2.7241888,725;2.7241888,274;2.7241888,679;2.7241888,686;2.7241888
1033,737,weather:rainy,699;2.7241888,753;2.7241888,691;2.7241888,736;2.7241888,719;2.7241888,762;2.7241888,277;2.7241888,757;2.7241888,296;2.7241888,735;2.7241888,690;2.7241888,732;2.7241888,276;2.7241888,278;2.7241888,739;2.7241888,748;2.7241888,714;2.7241888,253;2.7241888,725;2.7241888,274;2.7241888
1033,718,landscape:urban,699;2.7241888,753;2.7241888,691;2.7241888,736;2.7241888,719;2.7241888,762;2.7241888,277;2.7241888,757;2.7241888,296;2.7241888,690;2.7241888,732;2.7241888,276;2.7241888,278;2.7241888,739;2.7241888,714;2.7241888,253;2.7241888,725;2.7241888,274;2.7241888,679;2.7241888,713;2.7241888
1033,265,trafficconditions:traffic jam;sleepiness:sleepy,699;2.7241888,753;2.7241888,691;2.7241888,736;2.7241888,719;2.7241888,762;2.7241888,277;2.7241888,757;2.7241888,296;2.7241888,735;2.7241888,690;2.7241888,732;2.7241888,276;2.7241888,278;2.7241888,739;2.7241888,748;2.7241888,714;2.7241888,253;2.7241888,725;2.7241888,274;2.7241888
1033,285,roadtype:city,699;2.7241888,753;2.7241888,691;2.7241888,736;2.7241888,719;2.7241888,762;2.7241888,277;2.7241888,757;2.7241888,296;2.7241888,735;2.7241888,690;2.7241888,732;2.7241888,276;2.7241888,278;2.7241888,739;2.7241888,748;2.7241888,714;2.7241888,253;2.7241888,725;2.7241888,274;2.7241888
1023,746;263,weather:rainy,699;3.2285714,753;3.2285714,691;3.2285714,736;3.2285714,719;3.2285714,762;3.2285714,277;3.2285714,757;3.2285714,296;3.2285714,735;3.2285714,690;3.2285714,732;3.2285714,276;3.2285714,278;3.2285714,739;3.2285714,748;3.2285714,714;3.2285714,253;3.2285714,725;3.2285714,274;3.2285714
1023,278,roadtype:highway,699;3.2285714,753;3.2285714,691;3.2285714,736;3.2285714,719;3.2285714,762;3.2285714,277;3.2285714,757;3.2285714,296;3.2285714,735;3.2285714,690;3.2285714,732;3.2285714,276;3.2285714,278;3.2285714,739;3.2285714,748;3.2285714,714;3.2285714,253;3.2285714,725;3.2285714,274;3.2285714
1015,733,weather:cloudy,699;2.3333333,753;2.3333333,691;2.3333333,736;2.3333333,719;2.3333333,762;2.3333333,277;2.3333333,757;2.3333333,296;2.3333333,735;2.3333333,690;2.3333333,732;2.3333333,276;2.3333333,278;2.3333333,739;2.3333333,748;2.3333333,714;2.3333333,253;2.3333333,725;2.3333333,274;2.3333333
1008,746,mood:happy;landscape:coast line,699;1.8181819,753;1.8181819,691;1.8181819,736;1.8181819,719;1.8181819,762;1.8181819,277;1.8181819,757;1.8181819,296;1.8181819,735;1.8181819,690;1.8181819,732;1.8181819,276;1.8181819,278;1.8181819,739;1.8181819,748;1.8181819,714;1.8181819,253;1.8181819,725;1.8181819,274;1.8181819
1011,252,landscape:country side,699;3.3,753;3.3,691;3.3,736;3.3,719;3.3,762;3.3,277;3.3,757;3.3,296;3.3,735;3.3,690;3.3,732;3.3,276;3.3,278;3.3,739;3.3,748;3.3,714;3.3,253;3.3,725;3.3,274;3.3
1006,291,drivingstyle:relaxed driving,699;2.2568028,753;2.2568028,691;2.2568028,736;2.2568028,719;2.2568028,762;2.2568028,277;2.2568028,757;2.2568028,296;2.2568028,735;2.2568028,690;2.2568028,732;2.2568028,276;2.2568028,278;2.2568028,748;2.2568028,714;2.2568028,253;2.2568028,725;2.2568028,274;2.2568028,679;2.2568028
1006,745,sleepiness:sleepy,699;2.2568028,753;2.2568028,691;2.2568028,736;2.2568028,719;2.2568028,762;2.2568028,277;2.2568028,757;2.2568028,296;2.2568028,735;2.2568028,690;2.2568028,732;2.2568028,276;2.2568028,278;2.2568028,739;2.2568028,748;2.2568028,714;2.2568028,253;2.2568028,725;2.2568028,274;2.2568028
1006,683;248,trafficconditions:free road,699;2.2568028,753;2.2568028,691;2.2568028,736;2.2568028,719;2.2568028,762;2.2568028,277;2.2568028,757;2.2568028,296;2.2568028,735;2.2568028,690;2.2568028,732;2.2568028,276;2.2568028,278;2.2568028,739;2.2568028,748;2.2568028,714;2.2568028,253;2.2568028,725;2.2568028,274;2.2568028
1006,754,trafficconditions:traffic jam,699;2.2568028,753;2.2568028,691;2.2568028,736;2.2568028,719;2.2568028,762;2.2568028,277;2.2568028,757;2.2568028,296;2.2568028,735;2.2568028,690;2.2568028,732;2.2568028,276;2.2568028,278;2.2568028,739;2.2568028,748;2.2568028,714;2.2568028,274;2.2568028,679;2.2568028,713;2.2568028
1006,686,trafficconditions:lots of cars,699;2.2568028,753;2.2568028,691;2.2568028,736;2.2568028,719;2.2568028,762;2.2568028,277;2.2568028,757;2.2568028,296;2.2568028,735;2.2568028,690;2.2568028,732;2.2568028,276;2.2568028,278;2.2568028,739;2.2568028,748;2.2568028,714;2.2568028,253;2.2568028,725;2.2568028,274;2.2568028
1006,703,roadtype:serpentine,699;2.2568028,753;2.2568028,691;2.2568028,736;2.2568028,719;2.2568028,762;2.2568028,277;2.2568028,757;2.2568028,296;2.2568028,735;2.2568028,690;2.2568028,732;2.2568028,276;2.2568028,278;2.2568028,739;2.2568028,748;2.2568028,253;2.2568028,725;2.2568028,274;2.2568028,679;2.2568028
1014,689,weather:snowing,699;3.6785715,753;3.6785715,691;3.6785715,736;3.6785715,719;3.6785715,762;3.6785715,277;3.6785715,757;3.6785715,296;3.6785715,735;3.6785715,690;3.6785715,732;3.6785715,276;3.6785715,278;3.6785715,739;3.6785715,748;3.6785715,714;3.6785715,253;3.6785715,725;3.6785715,274;3.6785715
1014,731,weather:sunny,699;3.6785715,753;3.6785715,691;3.6785715,736;3.6785715,719;3.6785715,762;3.6785715,757;3.6785715,296;3.6785715,735;3.6785715,690;3.6785715,732;3.6785715,276;3.6785715,278;3.6785715,739;3.6785715,748;3.6785715,714;3.6785715,253;3.6785715,725;3.6785715,274;3.6785715,679;3.6785715
1036,251,landscape:country side,699;2.7266667,753;2.7266667,691;2.7266667,736;2.7266667,719;2.7266667,762;2.7266667,277;2.7266667,757;2.7266667,296;2.7266667,735;2.7266667,690;2.7266667,732;2.7266667,276;2.7266667,278;2.7266667,739;2.7266667,748;2.7266667,714;2.7266667,253;2.7266667,725;2.7266667,274;2.7266667
1007,714,roadtype:city,699;2.4166667,753;2.4166667,691;2.4166667,736;2.4166667,719;2.4166667,762;2.4166667,277;2.4166667,757;2.4166667,296;2.4166667,735;2.4166667,690;2.4166667,732;2.4166667,276;2.4166667,278;2.4166667,739;2.4166667,748;2.4166667,714;2.4166667,253;2.4166667,725;2.4166667,274;2.4166667
1005,264,roadtype:highway,699;2.6666667,753;2.6666667,691;2.6666667,736;2.6666667,719;2.6666667,762;2.6666667,277;2.6666667,757;2.6666667,296;2.6666667,735;2.6666667,690;2.6666667,732;2.6666667,276;2.6666667,278;2.6666667,739;2.6666667,748;2.6666667,714;2.6666667,253;2.6666667,725;2.6666667,274;2.6666667
1005,748,mood:sad,699;2.6666667,753;2.6666667,691;2.6666667,736;2.6666667,719;2.6666667,762;2.6666667,277;2.6666667,757;2.6666667,296;2.6666667,735;2.6666667,690;2.6666667,732;2.6666667,276;2.6666667,278;2.6666667,739;2.6666667,748;2.6666667,714;2.6666667,253;2.6666667,725;2.6666667,274;2.6666667
1002,715,weather:rainy,699;2.2160494,753;2.2160494,691;2.2160494,736;2.2160494,719;2.2160494,762;2.2160494,277;2.2160494,757;2.2160494,296;2.2160494,735;2.2160494,690;2.2160494,732;2.2160494,276;2.2160494,278;2.2160494,739;2.2160494,748;2.2160494,714;2.2160494,253;2.2160494,725;2.2160494,274;2.2160494
1001,294,landscape:mountains,699;3.0,753;3.0,691;3.0,736;3.0,719;3.0,762;3.0,277;3.0,757;3.0,296;3.0,735;3.0,690;3.0,732;3.0,276;3.0,278;3.0,739;3.0,748;3.0,714;3.0,253;3.0,725;3.0,274;3.0
1001,694,sleepiness:awake;landscape:coast line,699;3.0,753;3.0,691;3.0,736;3.0,719;3.0,762;3.0,277;3.0,757;3.0,296;3.0,735;3.0,690;3.0,732;3.0,276;3.0,278;3.0,739;3.0,748;3.0,714;3.0,253;3.0,725;3.0,274;3.0
