10
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
1033,718,landscape:urban,289;3.9444444,263;3.875,248;3.8333333,689;3.8333333,265;3.6,276;3.4333334,283;3.4285715,677;3.375,746;3.375,295;3.3
1033,265,trafficconditions:traffic jam;sleepiness:sleepy,289;3.9444444,263;3.875,248;3.8333333,689;3.8333333,720;3.6666667,265;3.6,276;3.4333334,283;3.4285715,677;3.375,746;3.375
1033,285,roadtype:city,289;3.9444444,263;3.875,248;3.8333333,689;3.8333333,720;3.6666667,265;3.6,276;3.4333334,283;3.4285715,677;3.375,746;3.375
1023,746;263,weather:rainy,289;3.9444444,263;3.875,248;3.8333333,689;3.8333333,720;3.6666667,265;3.6,276;3.4333334,283;3.4285715,677;3.375,746;3.375
1023,278,roadtype:highway,289;3.9444444,263;3.875,248;3.8333333,689;3.8333333,720;3.6666667,265;3.6,276;3.4333334,283;3.4285715,677;3.375,746;3.375
1015,733,weather:cloudy,289;3.9444444,263;3.875,248;3.8333333,689;3.8333333,720;3.6666667,265;3.6,276;3.4333334,283;3.4285715,677;3.375,746;3.375
1008,746,mood:happy;landscape:coast line,289;3.9444444,263;3.875,248;3.8333333,689;3.8333333,720;3.6666667,265;3.6,276;3.4333334,283;3.4285715,677;3.375,746;3.375
1011,252,landscape:country side,289;3.9444444,263;3.875,248;3.8333333,689;3.8333333,720;3.6666667,265;3.6,276;3.4333334,283;3.4285715,677;3.375,746;3.375
1006,291,drivingstyle:relaxed driving,289;3.9444444,263;3.875,248;3.8333333,689;3.8333333,720;3.6666667,265;3.6,276;3.4333334,283;3.4285715,677;3.375,746;3.375
1006,745,sleepiness:sleepy,289;3.9444444,263;3.875,689;3.8333333,720;3.6666667,265;3.6,276;3.4333334,283;3.4285715,677;3.375,746;3.375,295;3.3
1006,683;248,trafficconditions:free road,289;3.9444444,263;3.875,248;3.8333333,689;3.8333333,720;3.6666667,265;3.6,276;3.4333334,283;3.4285715,677;3.375,746;3.375
1006,754,trafficconditions:traffic jam,289;3.9444444,263;3.875,248;3.8333333,720;3.6666667,265;3.6,276;3.4333334,283;3.4285715,677;3.375,746;3.375,295;3.3
1006,686,trafficconditions:lots of cars,289;3.9444444,263;3.875,248;3.8333333,689;3.8333333,720;3.6666667,265;3.6,276;3.4333334,283;3.4285715,677;3.375,746;3.375
1006,703,roadtype:serpentine,289;3.9444444,263;3.875,248;3.8333333,689;3.8333333,720;3.6666667,265;3.6,276;3.4333334,283;3.4285715,677;3.375,746;3.375
1014,689,weather:snowing,289;3.9444444,263;3.875,248;3.8333333,689;3.8333333,720;3.6666667,265;3.6,276;3.4333334,283;3.4285715,677;3.375,746;3.375
1014,731,weather:sunny,289;3.9444444,263;3.875,248;3.8333333,689;3.8333333,720;3.6666667,265;3.6,276;3.4333334,283;3.4285715,677;3.375,746;3.375
1036,251,landscape:country side,289;3.9444444,263;3.875,248;3.8333333,689;3.8333333,720;3.6666667,265;3.6,276;3.4333334,283;3.4285715,677;3.375,746;3.375
1007,714,roadtype:city,289;3.9444444,263;3.875,248;3.8333333,689;3.8333333,720;3.6666667,265;3.6,276;3.4333334,283;3.4285715,677;3.375,746;3.375
1005,264,roadtype:highway,289;3.9444444,263;3.875,248;3.8333333,689;3.8333333,720;3.6666667,265;3.6,276;3.4333334,283;3.4285715,677;3.375,746;3.375
1005,748,mood:sad,289;3.9444444,263;3.875,248;3.8333333,689;3.8333333,720;3.6666667,265;3.6,276;3.4333334,283;3.4285715,677;3.375,746;3.375
1002,715,weather:rainy,289;3.9444444,263;3.875,248;3.8333333,689;3.8333333,720;3.6666667,265;3.6,276;3.4333334,283;3.4285715,677;3.375,746;3.375
1001,294,landscape:mountains,289;3.9444444,263;3.875,248;3.8333333,689;3.8333333,720;3.6666667,265;3.6,276;3.4333334,283;3.4285715,677;3.375,746;3.375
1001,694,sleepiness:awake;landscape:coast line,289;3.9444444,263;3.875,248;3.8333333,689;3.8333333,720;3.6666667,265;3.6,276;3.4333334,283;3.4285715,677;3.375,746;3.375
