10
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
1019,708;720,naturalphenomena:night,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,720;3.0,708;2.033333333333333
1019,258,trafficconditions:lots of cars;roadtype:highway;drivingstyle:sport driving,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,258;2.9
1019,250,weather:snowing;trafficconditions:free road;sleepiness:awake;roadtype:serpentine;naturalphenomena:morning,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,250;2.6666666666666665
1032,715,mood:lazy,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,715;2.5
1032,742,naturalphenomena:day time,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,742;2.7
1012,677,weather:sunny;roadtype:serpentine,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,677;3.1666666666666665
1012,750,weather:sunny;mood:sad;landscape:mountains,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,750;2.25
1012,286,trafficconditions:free road,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,286;2.5833333333333335
1012,286,weather:cloudy;drivingstyle:sport driving,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,286;2.5833333333333335
1012,720,naturalphenomena:night,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,720;3.0
1012,290,mood:happy,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,290;3.1
1012,677,mood:active,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,677;3.1666666666666665
1009,749,drivingstyle:relaxed driving,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,253;3.5
1009,255,sleepiness:awake;naturalphenomena:night,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,255;2.357142857142857
1009,274,roadtype:city;landscape:coast line,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,274;2.7
1009,273,trafficconditions:traffic jam,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,273;3.0370370370370368
1009,291,landscape:country side,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,291;3.1666666666666665
1009,276,mood:sad,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,276;2.777777777777778
1033,684;253,weather:snowing,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,689;3.75,749;3.6666667,263;3.642857,267;3.6,253;3.5,684;2.7222222222222223
1033,287,landscape:mountains,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,287;2.875
1033,295,roadtype:highway;drivingstyle:relaxed driving,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,295;3.2222222222222223
1033,692,naturalphenomena:afternoon;landscape:country side,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,692;2.1666666666666665
1033,289,weather:rainy,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,253;3.5
1033,255;760;746;281;720,roadtype:highway,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,253;3.5,746;3.4285714285714284,720;3.0,760;2.8125,255;2.357142857142857,281;1.9722222222222223
1033,282;694;682,landscape:urban,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,282;3.0,682;2.5,694;2.0
1033,296,mood:active,283;4.1666665,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,253;3.5,296;2.4166666666666665
1033,675;255,roadtype:serpentine,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,675;2.433333333333333,255;2.357142857142857
1033,746,mood:sad,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,746;3.4285714285714284
1033,681,weather:sunny;landscape:coast line,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,681;2.8333333333333335
1033,698;721,landscape:coast line,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,749;3.6666667,263;3.642857,267;3.6,253;3.5,698;2.1666666666666665,721;1.6666666666666667
1033,269,sleepiness:sleepy,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,269;1.7
1033,719,mood:sad;landscape:country side,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,719;2.5833333333333335
1033,736;710,trafficconditions:free road,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,710;2.375,736;2.1
1033,722,landscape:country side,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,749;3.6666667,263;3.642857,267;3.6,253;3.5,722;2.4722222222222223
1033,752;715;261,naturalphenomena:night,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,261;3.0,715;2.5,752;2.1666666666666665
1033,747,mood:happy,283;4.1666665,260;4.0,266;3.9285715,689;3.75,749;3.6666667,263;3.642857,267;3.6,253;3.5,294;3.5,747;2.1666666666666665
1033,714;716;760,weather:sunny,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,760;2.8125,714;2.5,716;1.8333333333333333
1033,269,roadtype:city,283;4.1666665,248;4.0833335,260;4.0,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,253;3.5,269;1.7
1023,274,drivingstyle:relaxed driving,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,274;2.7
1023,295,weather:cloudy,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,295;3.2222222222222223
1023,730,landscape:mountains,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,730;2.0
1023,713,roadtype:serpentine;mood:happy,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,713;1.625
1023,251,trafficconditions:traffic jam;landscape:mountains,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,251;3.0
1023,292,naturalphenomena:night,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,292;3.5
1023,725,trafficconditions:lots of cars,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,725;2.375
1023,692,naturalphenomena:afternoon,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,692;2.1666666666666665
1023,272;732,drivingstyle:sport driving,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,272;2.1666666666666665,732;1.9285714285714286
1008,689,landscape:country side;drivingstyle:relaxed driving,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,253;3.5
1006,736,weather:snowing,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,736;2.1
1006,708,drivingstyle:relaxed driving,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,708;2.033333333333333
1006,261,landscape:mountains,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,261;3.0
1006,264,sleepiness:awake;naturalphenomena:morning,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,264;3.2
1006,696,trafficconditions:lots of cars;mood:lazy,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,696;1.9
1006,266,naturalphenomena:afternoon;landscape:mountains,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,253;3.5
1006,687,drivingstyle:sport driving,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,687;2.4166666666666665
1006,263,roadtype:highway;drivingstyle:sport driving,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,253;3.5
1006,269,sleepiness:awake;naturalphenomena:afternoon,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,269;1.7
1006,735,mood:lazy,283;4.1666665,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,253;3.5,735;2.25
1006,295,naturalphenomena:morning,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,295;3.2222222222222223
1006,266,trafficconditions:free road,283;4.1666665,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,253;3.5,294;3.5
1006,753,naturalphenomena:night;landscape:country side,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,753;2.0
1006,689,weather:cloudy;drivingstyle:sport driving,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,253;3.5
1006,725,trafficconditions:traffic jam,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,749;3.6666667,263;3.642857,267;3.6,253;3.5,725;2.375
1006,291,naturalphenomena:afternoon,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,291;3.1666666666666665
1006,273;759;270,roadtype:city,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,267;3.6,253;3.5,273;3.0370370370370368,759;1.5625,270;1.25
1014,275,landscape:coast line,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,275;1.6666666666666667
1014,285,mood:lazy,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,285;2.2142857142857144
1014,294,roadtype:highway,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,294;3.5
1014,735,weather:rainy;naturalphenomena:night,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,735;2.25
1014,690,roadtype:city,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,690;2.261904761904762
1014,742,drivingstyle:sport driving,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,742;2.7
1021,741,trafficconditions:lots of cars;drivingstyle:sport driving,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,741;1.6666666666666667
1036,742,weather:cloudy,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,742;2.7
1036,288,landscape:urban,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,288;2.9
1036,693,weather:sunny,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,693;1.875
1007,266,sleepiness:sleepy;naturalphenomena:night,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,253;3.5
1030,702,landscape:mountains,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,702;1.875
1030,736,landscape:country side;drivingstyle:relaxed driving,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,736;2.1
1030,753;725,mood:active,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,725;2.375,753;2.0
1030,687,roadtype:serpentine,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,687;2.4166666666666665
1005,758,mood:lazy,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,758;2.25
1005,708,sleepiness:sleepy;naturalphenomena:night,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,708;2.033333333333333
1005,732,mood:active,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,732;1.9285714285714286
1038,252,sleepiness:sleepy,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,252;2.9285714285714284
1038,684,landscape:mountains,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,684;2.7222222222222223
1038,692,drivingstyle:sport driving,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,692;2.1666666666666665
1020,718,weather:rainy;trafficconditions:free road;mood:sad,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,718;1.5666666666666669
1020,253,naturalphenomena:morning,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,253;3.5
1020,285,mood:active,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,285;2.2142857142857144
1010,729,roadtype:serpentine,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,729;1.2
1035,676,naturalphenomena:day time,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,676;2.7619047619047623
1035,255,weather:cloudy;naturalphenomena:afternoon,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,255;2.357142857142857
1027,698,mood:lazy,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,698;2.1666666666666665
1027,712,mood:happy;landscape:coast line,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,712;2.4583333333333335
1027,698,naturalphenomena:night,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,698;2.1666666666666665
1027,703,mood:sad,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,703;2.805555555555556
1027,258,weather:sunny,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,258;2.9
1027,746,roadtype:city,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,746;3.4285714285714284
1002,295,weather:snowing,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,295;3.2222222222222223
1002,263,trafficconditions:traffic jam;mood:active;landscape:coast line,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,253;3.5
1002,702,weather:rainy,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,702;1.875
1002,295,roadtype:highway,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,295;3.2222222222222223
1004,266,sleepiness:awake,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,253;3.5
1022,710,drivingstyle:sport driving,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,710;2.375
1001,285,trafficconditions:lots of cars;naturalphenomena:morning,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,285;2.2142857142857144
1001,267,weather:sunny;roadtype:city;landscape:country side,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,253;3.5
1001,259,weather:cloudy;drivingstyle:relaxed driving,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,259;2.4166666666666665
1039,265,sleepiness:awake;roadtype:highway;naturalphenomena:afternoon,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,265;3.5
1039,720,trafficconditions:lots of cars,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,720;3.0
1039,678,trafficconditions:lots of cars;roadtype:highway;drivingstyle:sport driving,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,678;2.0714285714285716
1039,254,naturalphenomena:afternoon;mood:sad,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,254;2.9444444444444446
1039,746,weather:sunny;mood:lazy,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,746;3.4285714285714284
1039,710,drivingstyle:sport driving,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,710;2.375
1024,744,weather:rainy;naturalphenomena:morning,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,744;1.7
1024,259,landscape:mountains,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,253;3.5,259;2.4166666666666665
1024,704,mood:happy,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,704;2.466666666666667
1024,744,naturalphenomena:afternoon,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,744;1.7
1018,686,drivingstyle:relaxed driving,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,686;2.5625
1018,700,drivingstyle:sport driving,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,700;2.4166666666666665
1028,252,trafficconditions:lots of cars,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,252;2.9285714285714284
1040,753,naturalphenomena:morning,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,753;2.0
1040,700,mood:happy,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,700;2.4166666666666665
1040,719,roadtype:serpentine,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,719;2.5833333333333335
1040,754,weather:sunny,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,754;3.0
1015,259,trafficconditions:free road,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,259;2.4166666666666665
1015,683,mood:active,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,683;2.4722222222222223
1011,694,trafficconditions:lots of cars,283;4.1666665,248;4.0833335,260;4.0,266;3.9285715,289;3.8333333,689;3.75,749;3.6666667,263;3.642857,267;3.6,694;2.0
