userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
1006,754,trafficconditions:free road;roadtype:highway,699;2.2829862,753;2.2829862,691;2.2829862,736;2.2829862,719;2.2829862,762;2.2829862,277;2.2829862,757;2.2829862,296;2.2829862,735;2.2829862,690;2.2829862,732;2.2829862,276;2.2829862,278;2.2829862,739;2.2829862,748;2.2829862,714;2.2829862,253;2.2829862,725;2.2829862,274;2.2829862
1014,294,weather:snowing;landscape:urban,699;3.4285715,753;3.4285715,691;3.4285715,736;3.4285715,719;3.4285715,762;3.4285715,277;3.4285715,757;3.4285715,296;3.4285715,735;3.4285715,690;3.4285715,732;3.4285715,276;3.4285715,278;3.4285715,739;3.4285715,748;3.4285715,714;3.4285715,253;3.4285715,725;3.4285715,274;3.4285715
1014,752,weather:sunny;drivingstyle:relaxed driving,699;3.4285715,753;3.4285715,691;3.4285715,736;3.4285715,719;3.4285715,762;3.4285715,277;3.4285715,757;3.4285715,296;3.4285715,735;3.4285715,690;3.4285715,732;3.4285715,276;3.4285715,278;3.4285715,739;3.4285715,748;3.4285715,714;3.4285715,253;3.4285715,725;3.4285715,274;3.4285715
1021,743,drivingstyle:sport driving,699;2.7142856,753;2.7142856,691;2.7142856,736;2.7142856,719;2.7142856,762;2.7142856,277;2.7142856,757;2.7142856,296;2.7142856,735;2.7142856,690;2.7142856,732;2.7142856,276;2.7142856,278;2.7142856,739;2.7142856,748;2.7142856,714;2.7142856,253;2.7142856,725;2.7142856,274;2.7142856
1036,688,roadtype:city,699;2.6333334,753;2.6333334,691;2.6333334,736;2.6333334,719;2.6333334,762;2.6333334,277;2.6333334,757;2.6333334,296;2.6333334,735;2.6333334,690;2.6333334,732;2.6333334,278;2.6333334,739;2.6333334,748;2.6333334,714;2.6333334,253;2.6333334,725;2.6333334,274;2.6333334,679;2.6333334
1007,266,trafficconditions:free road,699;2.5555556,753;2.5555556,691;2.5555556,736;2.5555556,719;2.5555556,762;2.5555556,277;2.5555556,757;2.5555556,296;2.5555556,735;2.5555556,690;2.5555556,732;2.5555556,276;2.5555556,278;2.5555556,739;2.5555556,748;2.5555556,714;2.5555556,253;2.5555556,725;2.5555556,274;2.5555556
1007,739,weather:sunny,699;2.5555556,753;2.5555556,691;2.5555556,736;2.5555556,719;2.5555556,762;2.5555556,277;2.5555556,757;2.5555556,296;2.5555556,735;2.5555556,690;2.5555556,732;2.5555556,276;2.5555556,278;2.5555556,739;2.5555556,748;2.5555556,714;2.5555556,253;2.5555556,725;2.5555556,274;2.5555556
1005,263,drivingstyle:relaxed driving,699;2.6746032,753;2.6746032,691;2.6746032,736;2.6746032,719;2.6746032,762;2.6746032,277;2.6746032,757;2.6746032,296;2.6746032,735;2.6746032,690;2.6746032,732;2.6746032,276;2.6746032,278;2.6746032,739;2.6746032,748;2.6746032,714;2.6746032,253;2.6746032,725;2.6746032,274;2.6746032
1027,681,landscape:coast line,699;2.425926,753;2.425926,691;2.425926,736;2.425926,719;2.425926,762;2.425926,277;2.425926,757;2.425926,296;2.425926,735;2.425926,690;2.425926,732;2.425926,276;2.425926,278;2.425926,739;2.425926,748;2.425926,714;2.425926,253;2.425926,725;2.425926,274;2.425926
1027,703,trafficconditions:free road,699;2.425926,753;2.425926,691;2.425926,736;2.425926,719;2.425926,762;2.425926,277;2.425926,757;2.425926,296;2.425926,735;2.425926,690;2.425926,732;2.425926,276;2.425926,278;2.425926,739;2.425926,748;2.425926,714;2.425926,253;2.425926,725;2.425926,274;2.425926
1002,760,mood:sad;drivingstyle:sport driving,699;2.2413793,753;2.2413793,691;2.2413793,736;2.2413793,719;2.2413793,762;2.2413793,277;2.2413793,757;2.2413793,296;2.2413793,735;2.2413793,690;2.2413793,732;2.2413793,276;2.2413793,278;2.2413793,739;2.2413793,748;2.2413793,714;2.2413793,253;2.2413793,725;2.2413793,274;2.2413793
1002,745,drivingstyle:sport driving,699;2.2413793,753;2.2413793,691;2.2413793,736;2.2413793,719;2.2413793,762;2.2413793,277;2.2413793,757;2.2413793,296;2.2413793,735;2.2413793,690;2.2413793,732;2.2413793,276;2.2413793,278;2.2413793,739;2.2413793,748;2.2413793,714;2.2413793,253;2.2413793,725;2.2413793,274;2.2413793
1024,283,landscape:mountains,699;3.2222223,753;3.2222223,691;3.2222223,736;3.2222223,719;3.2222223,762;3.2222223,277;3.2222223,757;3.2222223,296;3.2222223,735;3.2222223,690;3.2222223,732;3.2222223,276;3.2222223,278;3.2222223,739;3.2222223,748;3.2222223,714;3.2222223,253;3.2222223,725;3.2222223,274;3.2222223
1024,686,roadtype:serpentine,699;3.2222223,753;3.2222223,691;3.2222223,736;3.2222223,719;3.2222223,762;3.2222223,277;3.2222223,757;3.2222223,296;3.2222223,735;3.2222223,690;3.2222223,732;3.2222223,276;3.2222223,278;3.2222223,739;3.2222223,748;3.2222223,714;3.2222223,253;3.2222223,725;3.2222223,274;3.2222223
