userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
1012,254,trafficconditions:free road,699;1.8731344,753;1.8731344,691;1.8731344,736;1.8731344,719;1.8731344,762;1.8731344,277;1.8731344,757;1.8731344,296;1.8731344,735;1.8731344,690;1.8731344,732;1.8731344,276;1.8731344,278;1.8731344,739;1.8731344,748;1.8731344,714;1.8731344,725;1.8731344,274;1.8731344,679;1.8731344
1009,262,weather:sunny;landscape:coast line,699;2.2071428,753;2.2071428,691;2.2071428,736;2.2071428,719;2.2071428,762;2.2071428,277;2.2071428,757;2.2071428,296;2.2071428,735;2.2071428,690;2.2071428,732;2.2071428,278;2.2071428,739;2.2071428,748;2.2071428,714;2.2071428,253;2.2071428,725;2.2071428,274;2.2071428,679;2.2071428
1009,267,landscape:coast line;drivingstyle:sport driving,699;2.2071428,753;2.2071428,691;2.2071428,736;2.2071428,719;2.2071428,762;2.2071428,277;2.2071428,757;2.2071428,296;2.2071428,735;2.2071428,690;2.2071428,732;2.2071428,276;2.2071428,278;2.2071428,739;2.2071428,748;2.2071428,714;2.2071428,253;2.2071428,725;2.2071428,274;2.2071428
1009,274,trafficconditions:free road;sleepiness:awake;roadtype:serpentine,699;2.2071428,753;2.2071428,691;2.2071428,736;2.2071428,719;2.2071428,762;2.2071428,277;2.2071428,757;2.2071428,296;2.2071428,735;2.2071428,690;2.2071428,732;2.2071428,276;2.2071428,278;2.2071428,739;2.2071428,748;2.2071428,714;2.2071428,253;2.2071428,725;2.2071428,274;2.2071428
1033,283,roadtype:serpentine;landscape:coast line,699;2.7157738,753;2.7157738,691;2.7157738,736;2.7157738,719;2.7157738,762;2.7157738,277;2.7157738,757;2.7157738,296;2.7157738,735;2.7157738,690;2.7157738,732;2.7157738,276;2.7157738,278;2.7157738,739;2.7157738,748;2.7157738,714;2.7157738,253;2.7157738,725;2.7157738,274;2.7157738
1033,685,trafficconditions:free road,699;2.7157738,753;2.7157738,691;2.7157738,719;2.7157738,762;2.7157738,277;2.7157738,757;2.7157738,296;2.7157738,735;2.7157738,690;2.7157738,732;2.7157738,276;2.7157738,278;2.7157738,739;2.7157738,714;2.7157738,253;2.7157738,725;2.7157738,274;2.7157738,679;2.7157738,686;2.7157738
1033,723,mood:happy,699;2.7157738,753;2.7157738,691;2.7157738,736;2.7157738,719;2.7157738,762;2.7157738,277;2.7157738,757;2.7157738,296;2.7157738,735;2.7157738,690;2.7157738,732;2.7157738,276;2.7157738,278;2.7157738,739;2.7157738,748;2.7157738,714;2.7157738,253;2.7157738,725;2.7157738,274;2.7157738
1033,754,roadtype:serpentine;mood:lazy,699;2.7157738,753;2.7157738,691;2.7157738,736;2.7157738,719;2.7157738,762;2.7157738,277;2.7157738,757;2.7157738,296;2.7157738,735;2.7157738,690;2.7157738,732;2.7157738,276;2.7157738,278;2.7157738,739;2.7157738,748;2.7157738,714;2.7157738,253;2.7157738,725;2.7157738,274;2.7157738
1033,709;266,roadtype:city,699;2.7157738,753;2.7157738,691;2.7157738,736;2.7157738,719;2.7157738,762;2.7157738,277;2.7157738,757;2.7157738,296;2.7157738,735;2.7157738,690;2.7157738,732;2.7157738,276;2.7157738,278;2.7157738,739;2.7157738,748;2.7157738,714;2.7157738,253;2.7157738,725;2.7157738,274;2.7157738
1023,262,naturalphenomena:morning;mood:happy,699;3.152381,753;3.152381,691;3.152381,736;3.152381,719;3.152381,762;3.152381,277;3.152381,757;3.152381,296;3.152381,735;3.152381,690;3.152381,732;3.152381,276;3.152381,278;3.152381,739;3.152381,748;3.152381,714;3.152381,253;3.152381,725;3.152381,274;3.152381
1023,696,naturalphenomena:day time;mood:happy,699;3.152381,753;3.152381,691;3.152381,736;3.152381,719;3.152381,762;3.152381,277;3.152381,757;3.152381,296;3.152381,735;3.152381,690;3.152381,732;3.152381,276;3.152381,278;3.152381,739;3.152381,748;3.152381,714;3.152381,253;3.152381,725;3.152381,274;3.152381
1023,676,naturalphenomena:afternoon,699;3.152381,753;3.152381,691;3.152381,736;3.152381,719;3.152381,762;3.152381,277;3.152381,757;3.152381,296;3.152381,735;3.152381,690;3.152381,732;3.152381,276;3.152381,278;3.152381,739;3.152381,748;3.152381,714;3.152381,253;3.152381,725;3.152381,274;3.152381
1023,703,drivingstyle:sport driving,699;3.152381,753;3.152381,691;3.152381,736;3.152381,719;3.152381,762;3.152381,277;3.152381,757;3.152381,296;3.152381,735;3.152381,690;3.152381,276;3.152381,278;3.152381,739;3.152381,748;3.152381,714;3.152381,253;3.152381,725;3.152381,274;3.152381,679;3.152381
1006,248,mood:lazy,699;2.319149,753;2.319149,691;2.319149,736;2.319149,719;2.319149,762;2.319149,277;2.319149,757;2.319149,296;2.319149,690;2.319149,732;2.319149,276;2.319149,278;2.319149,739;2.319149,748;2.319149,714;2.319149,253;2.319149,725;2.319149,274;2.319149,679;2.319149
1006,277,roadtype:highway,699;2.319149,753;2.319149,691;2.319149,736;2.319149,719;2.319149,762;2.319149,277;2.319149,757;2.319149,296;2.319149,735;2.319149,690;2.319149,732;2.319149,276;2.319149,278;2.319149,739;2.319149,748;2.319149,714;2.319149,253;2.319149,725;2.319149,274;2.319149
1014,679,naturalphenomena:morning,699;3.2555556,753;3.2555556,691;3.2555556,736;3.2555556,719;3.2555556,762;3.2555556,277;3.2555556,757;3.2555556,296;3.2555556,735;3.2555556,690;3.2555556,732;3.2555556,276;3.2555556,278;3.2555556,739;3.2555556,748;3.2555556,714;3.2555556,253;3.2555556,725;3.2555556,274;3.2555556
1021,294,trafficconditions:free road,699;2.5952382,753;2.5952382,691;2.5952382,736;2.5952382,719;2.5952382,762;2.5952382,277;2.5952382,757;2.5952382,296;2.5952382,735;2.5952382,690;2.5952382,732;2.5952382,276;2.5952382,278;2.5952382,739;2.5952382,748;2.5952382,714;2.5952382,253;2.5952382,725;2.5952382,274;2.5952382
1036,251,weather:snowing;mood:sad,699;2.5763888,753;2.5763888,691;2.5763888,736;2.5763888,719;2.5763888,762;2.5763888,277;2.5763888,757;2.5763888,296;2.5763888,735;2.5763888,690;2.5763888,732;2.5763888,276;2.5763888,278;2.5763888,739;2.5763888,748;2.5763888,714;2.5763888,253;2.5763888,725;2.5763888,274;2.5763888
1036,678,mood:lazy;landscape:mountains;drivingstyle:relaxed driving,699;2.5763888,753;2.5763888,691;2.5763888,736;2.5763888,719;2.5763888,762;2.5763888,277;2.5763888,757;2.5763888,296;2.5763888,735;2.5763888,690;2.5763888,732;2.5763888,276;2.5763888,278;2.5763888,739;2.5763888,748;2.5763888,714;2.5763888,253;2.5763888,725;2.5763888,274;2.5763888
1016,250,mood:lazy,699;2.4,753;2.4,691;2.4,736;2.4,719;2.4,762;2.4,277;2.4,757;2.4,296;2.4,735;2.4,690;2.4,732;2.4,276;2.4,278;2.4,739;2.4,748;2.4,714;2.4,253;2.4,725;2.4,274;2.4
1030,760,naturalphenomena:morning,699;3.5,753;3.5,691;3.5,736;3.5,719;3.5,762;3.5,277;3.5,757;3.5,296;3.5,735;3.5,690;3.5,732;3.5,276;3.5,278;3.5,739;3.5,748;3.5,714;3.5,253;3.5,725;3.5,274;3.5
1005,677,drivingstyle:relaxed driving,699;2.6031747,753;2.6031747,691;2.6031747,736;2.6031747,719;2.6031747,762;2.6031747,277;2.6031747,757;2.6031747,296;2.6031747,735;2.6031747,690;2.6031747,732;2.6031747,276;2.6031747,278;2.6031747,739;2.6031747,748;2.6031747,714;2.6031747,253;2.6031747,725;2.6031747,274;2.6031747
1005,273,sleepiness:sleepy,699;2.6031747,753;2.6031747,691;2.6031747,736;2.6031747,719;2.6031747,762;2.6031747,277;2.6031747,757;2.6031747,296;2.6031747,735;2.6031747,690;2.6031747,732;2.6031747,276;2.6031747,278;2.6031747,739;2.6031747,748;2.6031747,714;2.6031747,253;2.6031747,725;2.6031747,274;2.6031747
1038,684,naturalphenomena:night,699;3.0666666,753;3.0666666,691;3.0666666,736;3.0666666,719;3.0666666,762;3.0666666,277;3.0666666,757;3.0666666,296;3.0666666,735;3.0666666,690;3.0666666,732;3.0666666,276;3.0666666,278;3.0666666,739;3.0666666,748;3.0666666,714;3.0666666,253;3.0666666,725;3.0666666,274;3.0666666
1020,738,naturalphenomena:morning,699;2.2870371,753;2.2870371,691;2.2870371,736;2.2870371,719;2.2870371,762;2.2870371,277;2.2870371,757;2.2870371,296;2.2870371,735;2.2870371,690;2.2870371,732;2.2870371,276;2.2870371,278;2.2870371,739;2.2870371,748;2.2870371,714;2.2870371,725;2.2870371,274;2.2870371,679;2.2870371
1002,760,naturalphenomena:day time,699;2.183908,753;2.183908,691;2.183908,736;2.183908,719;2.183908,762;2.183908,277;2.183908,757;2.183908,296;2.183908,735;2.183908,690;2.183908,732;2.183908,276;2.183908,278;2.183908,739;2.183908,748;2.183908,714;2.183908,253;2.183908,725;2.183908,274;2.183908
1002,715,landscape:urban,699;2.183908,753;2.183908,691;2.183908,736;2.183908,719;2.183908,762;2.183908,277;2.183908,757;2.183908,296;2.183908,735;2.183908,690;2.183908,732;2.183908,276;2.183908,278;2.183908,739;2.183908,748;2.183908,714;2.183908,253;2.183908,725;2.183908,274;2.183908
1022,281,roadtype:city;landscape:mountains,699;2.3125,753;2.3125,691;2.3125,736;2.3125,719;2.3125,762;2.3125,277;2.3125,757;2.3125,296;2.3125,735;2.3125,690;2.3125,732;2.3125,276;2.3125,278;2.3125,739;2.3125,748;2.3125,714;2.3125,253;2.3125,725;2.3125,274;2.3125
1022,688,roadtype:city;mood:happy,699;2.3125,753;2.3125,691;2.3125,736;2.3125,719;2.3125,762;2.3125,277;2.3125,757;2.3125,296;2.3125,735;2.3125,690;2.3125,732;2.3125,276;2.3125,278;2.3125,739;2.3125,748;2.3125,714;2.3125,253;2.3125,725;2.3125,274;2.3125
1029,699,landscape:mountains,699;2.3666666,753;2.3666666,691;2.3666666,736;2.3666666,719;2.3666666,762;2.3666666,277;2.3666666,757;2.3666666,296;2.3666666,735;2.3666666,690;2.3666666,732;2.3666666,276;2.3666666,278;2.3666666,739;2.3666666,748;2.3666666,714;2.3666666,253;2.3666666,725;2.3666666,274;2.3666666
1029,674,trafficconditions:traffic jam;drivingstyle:relaxed driving,699;2.3666666,753;2.3666666,691;2.3666666,736;2.3666666,719;2.3666666,762;2.3666666,277;2.3666666,757;2.3666666,296;2.3666666,735;2.3666666,690;2.3666666,732;2.3666666,276;2.3666666,278;2.3666666,739;2.3666666,748;2.3666666,714;2.3666666,253;2.3666666,725;2.3666666,274;2.3666666
1029,283,mood:active,699;2.3666666,753;2.3666666,691;2.3666666,736;2.3666666,719;2.3666666,762;2.3666666,277;2.3666666,757;2.3666666,296;2.3666666,735;2.3666666,690;2.3666666,732;2.3666666,276;2.3666666,278;2.3666666,739;2.3666666,748;2.3666666,714;2.3666666,253;2.3666666,725;2.3666666,274;2.3666666
1039,253,weather:rainy;naturalphenomena:morning,699;3.3333333,753;3.3333333,691;3.3333333,736;3.3333333,719;3.3333333,762;3.3333333,277;3.3333333,757;3.3333333,296;3.3333333,735;3.3333333,690;3.3333333,732;3.3333333,276;3.3333333,278;3.3333333,739;3.3333333,748;3.3333333,714;3.3333333,253;3.3333333,725;3.3333333,274;3.3333333
1039,749,trafficconditions:lots of cars;roadtype:city;naturalphenomena:night,699;3.3333333,753;3.3333333,691;3.3333333,736;3.3333333,719;3.3333333,762;3.3333333,277;3.3333333,757;3.3333333,296;3.3333333,735;3.3333333,690;3.3333333,732;3.3333333,276;3.3333333,278;3.3333333,739;3.3333333,748;3.3333333,714;3.3333333,253;3.3333333,725;3.3333333,274;3.3333333
1024,707,mood:happy,699;3.05,753;3.05,691;3.05,736;3.05,719;3.05,762;3.05,277;3.05,757;3.05,296;3.05,735;3.05,690;3.05,732;3.05,276;3.05,278;3.05,739;3.05,748;3.05,714;3.05,253;3.05,725;3.05,274;3.05
