10
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
1008,281,roadtype:highway,263;3.9166667,248;3.875,689;3.75,289;3.6666667,290;3.6333334,265;3.6,295;3.5925925,294;3.5,746;3.5,720;3.5
1006,675,drivingstyle:relaxed driving,263;3.9166667,248;3.875,689;3.75,289;3.6666667,290;3.6333334,265;3.6,295;3.5925925,294;3.5,746;3.5,720;3.5
1006,676,roadtype:highway;drivingstyle:sport driving,248;3.875,689;3.75,289;3.6666667,290;3.6333334,265;3.6,295;3.5925925,294;3.5,746;3.5,720;3.5,677;3.375
1006,273;250,roadtype:highway,263;3.9166667,248;3.875,689;3.75,289;3.6666667,290;3.6333334,265;3.6,295;3.5925925,294;3.5,746;3.5,720;3.5
1006,754,trafficconditions:free road;roadtype:highway,263;3.9166667,248;3.875,689;3.75,289;3.6666667,290;3.6333334,265;3.6,295;3.5925925,294;3.5,746;3.5,720;3.5
1014,294,weather:snowing;landscape:urban,263;3.9166667,248;3.875,689;3.75,289;3.6666667,290;3.6333334,265;3.6,295;3.5925925,294;3.5,746;3.5,720;3.5
1014,752,weather:sunny;drivingstyle:relaxed driving,263;3.9166667,248;3.875,689;3.75,289;3.6666667,290;3.6333334,265;3.6,295;3.5925925,294;3.5,746;3.5,720;3.5
1021,743,drivingstyle:sport driving,263;3.9166667,248;3.875,689;3.75,289;3.6666667,290;3.6333334,265;3.6,295;3.5925925,294;3.5,746;3.5,720;3.5
1036,688,roadtype:city,263;3.9166667,248;3.875,689;3.75,289;3.6666667,290;3.6333334,265;3.6,295;3.5925925,294;3.5,746;3.5,720;3.5
1007,266,trafficconditions:free road,263;3.9166667,248;3.875,689;3.75,289;3.6666667,290;3.6333334,265;3.6,295;3.5925925,294;3.5,746;3.5,720;3.5
1007,739,weather:sunny,263;3.9166667,248;3.875,689;3.75,289;3.6666667,290;3.6333334,265;3.6,295;3.5925925,294;3.5,746;3.5,720;3.5
1005,263,drivingstyle:relaxed driving,263;3.9166667,248;3.875,689;3.75,289;3.6666667,290;3.6333334,265;3.6,295;3.5925925,294;3.5,746;3.5,720;3.5
1027,681,landscape:coast line,263;3.9166667,248;3.875,689;3.75,289;3.6666667,290;3.6333334,265;3.6,295;3.5925925,294;3.5,746;3.5,720;3.5
1027,703,trafficconditions:free road,263;3.9166667,248;3.875,689;3.75,289;3.6666667,290;3.6333334,265;3.6,295;3.5925925,294;3.5,746;3.5,720;3.5
1002,760,mood:sad;drivingstyle:sport driving,263;3.9166667,248;3.875,689;3.75,289;3.6666667,290;3.6333334,265;3.6,295;3.5925925,294;3.5,746;3.5,720;3.5
1002,745,drivingstyle:sport driving,263;3.9166667,248;3.875,689;3.75,289;3.6666667,290;3.6333334,265;3.6,295;3.5925925,294;3.5,746;3.5,720;3.5
1024,283,landscape:mountains,263;3.9166667,248;3.875,689;3.75,289;3.6666667,290;3.6333334,265;3.6,295;3.5925925,294;3.5,746;3.5,720;3.5
1024,686,roadtype:serpentine,263;3.9166667,248;3.875,689;3.75,289;3.6666667,290;3.6333334,265;3.6,295;3.5925925,294;3.5,746;3.5,720;3.5
