userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
1012,292,weather:rainy,265;3.3714359,295;3.3231485,289;3.2808824,249;3.2757263,689;3.192417,263;3.115414,290;3.034722,248;3.0229115,708;3.0079858,681;2.9437165,297;2.93924,688;2.8309376,760;2.807726,255;2.7571547,746;2.7430937,267;2.6972258,293;2.6907337,706;2.666663,253;2.648928,287;2.6453872
1009,263,naturalphenomena:night,289;4.477515,293;4.4125752,689;4.3765745,260;4.2910624,248;4.158285,720;3.8345702,257;3.773811,296;3.701239,277;3.6383963,290;3.4650729,251;3.4230254,254;3.4189932,255;3.3814135,253;3.3670006,261;3.2961857,288;3.2952626,736;3.2919858,291;3.28837,269;3.2356002,249;3.23482
1033,724,drivingstyle:relaxed driving,289;4.8077803,290;4.6529574,720;4.310519,250;4.156623,295;4.1367536,293;3.9654307,266;3.956994,248;3.9407108,736;3.7996573,257;3.754236,255;3.6579423,253;3.6369617,746;3.6267872,292;3.6236546,742;3.6198306,276;3.5898788,291;3.5875976,288;3.564169,760;3.5477066,251;3.526096
1033,252,weather:snowing,290;4.6529574,689;4.3628283,720;4.310519,250;4.156623,295;4.1367536,293;3.9654307,266;3.956994,248;3.9407108,736;3.7996573,257;3.754236,255;3.6579423,746;3.6267872,292;3.6236546,742;3.6198306,276;3.5898788,291;3.5875976,288;3.564169,760;3.5477066,251;3.526096,261;3.524181
1033,290;248,weather:cloudy,289;4.8077803,290;4.6529574,689;4.3628283,720;4.310519,295;4.1367536,293;3.9654307,248;3.9407108,736;3.7996573,257;3.754236,255;3.6579423,253;3.6369617,746;3.6267872,292;3.6236546,742;3.6198306,276;3.5898788,291;3.5875976,288;3.564169,251;3.526096,261;3.524181,297;3.5200117
1033,743,landscape:mountains,289;4.8077803,290;4.6529574,689;4.3628283,720;4.310519,250;4.156623,295;4.1367536,293;3.9654307,266;3.956994,248;3.9407108,736;3.7996573,257;3.754236,255;3.6579423,253;3.6369617,746;3.6267872,742;3.6198306,276;3.5898788,291;3.5875976,288;3.564169,760;3.5477066,251;3.526096
1033,743,naturalphenomena:morning,289;4.8077803,290;4.6529574,689;4.3628283,720;4.310519,250;4.156623,295;4.1367536,293;3.9654307,266;3.956994,248;3.9407108,736;3.7996573,255;3.6579423,746;3.6267872,292;3.6236546,742;3.6198306,276;3.5898788,291;3.5875976,288;3.564169,760;3.5477066,251;3.526096,261;3.524181
1033,761,naturalphenomena:day time,289;4.8077803,290;4.6529574,689;4.3628283,720;4.310519,250;4.156623,295;4.1367536,293;3.9654307,266;3.956994,248;3.9407108,257;3.754236,255;3.6579423,253;3.6369617,746;3.6267872,292;3.6236546,742;3.6198306,276;3.5898788,291;3.5875976,288;3.564169,760;3.5477066,251;3.526096
1033,676,roadtype:city;landscape:urban,289;4.8077803,290;4.6529574,689;4.3628283,720;4.310519,250;4.156623,295;4.1367536,293;3.9654307,266;3.956994,248;3.9407108,736;3.7996573,257;3.754236,255;3.6579423,253;3.6369617,746;3.6267872,292;3.6236546,742;3.6198306,276;3.5898788,291;3.5875976,288;3.564169,760;3.5477066
1033,682;722,roadtype:highway,289;4.8077803,290;4.6529574,689;4.3628283,250;4.156623,295;4.1367536,293;3.9654307,266;3.956994,248;3.9407108,736;3.7996573,257;3.754236,253;3.6369617,292;3.6236546,742;3.6198306,276;3.5898788,291;3.5875976,288;3.564169,251;3.526096,261;3.524181,297;3.5200117,274;3.4364324
1033,703,trafficconditions:free road;landscape:coast line,289;4.8077803,290;4.6529574,689;4.3628283,720;4.310519,250;4.156623,295;4.1367536,293;3.9654307,266;3.956994,248;3.9407108,736;3.7996573,257;3.754236,255;3.6579423,253;3.6369617,746;3.6267872,292;3.6236546,742;3.6198306,276;3.5898788,291;3.5875976,288;3.564169,760;3.5477066
1033,704,mood:active,289;4.8077803,290;4.6529574,689;4.3628283,720;4.310519,250;4.156623,295;4.1367536,293;3.9654307,266;3.956994,736;3.7996573,257;3.754236,255;3.6579423,253;3.6369617,746;3.6267872,292;3.6236546,742;3.6198306,276;3.5898788,291;3.5875976,288;3.564169,760;3.5477066,251;3.526096
1033,712,naturalphenomena:afternoon,289;4.8077803,290;4.6529574,689;4.3628283,720;4.310519,250;4.156623,295;4.1367536,293;3.9654307,266;3.956994,248;3.9407108,736;3.7996573,257;3.754236,746;3.6267872,292;3.6236546,742;3.6198306,276;3.5898788,291;3.5875976,288;3.564169,760;3.5477066,251;3.526096,261;3.524181
1031,265,sleepiness:awake;roadtype:city;mood:active,737;4.3308544,739;4.260094,696;4.2431917,699;4.2108974,700;4.2108974,742;4.2108974,738;4.2108974,753;4.1958804,745;4.1958804,695;4.1958804,683;4.18011,735;4.1485686,703;4.1485686,675;4.1485686,687;4.1485686,686;4.1263247,270;4.1263247,691;4.1039367,732;4.1039367,714;4.0591607
1023,278,naturalphenomena:day time,276;4.6667233,703;4.489873,678;4.4485817,729;4.391216,704;4.3843236,705;4.3084183,682;4.199692,723;4.1230993,693;4.082755,756;4.0476627,295;4.040043,749;4.019176,702;4.0148973,734;3.987837,711;3.9771888,688;3.9616659,285;3.9501715,742;3.9438877,700;3.922613,730;3.922412
1023,682,trafficconditions:free road;drivingstyle:sport driving,276;4.6667233,703;4.489873,678;4.4485817,729;4.391216,704;4.3843236,705;4.3084183,682;4.199692,723;4.1230993,693;4.082755,756;4.0476627,295;4.040043,749;4.019176,702;4.0148973,734;3.987837,711;3.9771888,688;3.9616659,285;3.9501715,742;3.9438877,700;3.922613,730;3.922412
1023,696,trafficconditions:lots of cars,276;4.6667233,703;4.489873,678;4.4485817,729;4.391216,704;4.3843236,705;4.3084183,682;4.199692,723;4.1230993,693;4.082755,756;4.0476627,295;4.040043,749;4.019176,702;4.0148973,734;3.987837,711;3.9771888,688;3.9616659,285;3.9501715,742;3.9438877,700;3.922613,730;3.922412
1006,264,weather:cloudy,290;4.2755566,289;3.9463677,295;3.8787262,689;3.778996,297;3.773768,276;3.7403886,720;3.6135004,293;3.6041543,287;3.5856476,277;3.5788236,250;3.4705777,745;3.3724983,266;3.2969983,750;3.2669413,248;3.2053516,736;3.1963005,274;3.145706,705;3.078093,292;3.04371,730;3.0347958
1006,741,mood:lazy;drivingstyle:sport driving,290;4.2755566,289;3.9463677,295;3.8787262,689;3.778996,297;3.773768,276;3.7403886,720;3.6135004,293;3.6041543,287;3.5856476,277;3.5788236,250;3.4705777,708;3.3833125,745;3.3724983,266;3.2969983,750;3.2669413,248;3.2053516,736;3.1963005,274;3.145706,705;3.078093,292;3.04371
1014,742,trafficconditions:lots of cars;landscape:coast line,677;5.4633355,681;5.3354287,689;5.1708436,686;4.7529554,747;4.729302,269;4.7200456,678;4.6245923,746;4.582601,287;4.4718823,283;4.4418626,255;4.419216,253;4.359423,282;4.3533206,675;4.2541356,265;4.1712294,700;4.1504397,251;4.1334033,762;4.1068335,720;4.0693154,295;4.0604496
1036,746,weather:sunny;mood:happy,276;3.9970849,265;3.968495,289;3.8212109,749;3.8042603,251;3.7219362,757;3.7002845,744;3.6538796,742;3.5968156,694;3.5866854,734;3.5260334,682;3.4920166,255;3.4523158,703;3.4237123,689;3.3479292,733;3.3016548,696;3.2407815,267;3.218724,718;3.2054543,678;3.1879628,280;3.1675808
1036,276,trafficconditions:traffic jam,276;3.9970849,265;3.968495,289;3.8212109,749;3.8042603,251;3.7219362,757;3.7002845,744;3.6538796,742;3.5968156,694;3.5866854,734;3.5260334,682;3.4920166,255;3.4523158,703;3.4237123,689;3.3479292,733;3.3016548,696;3.2407815,267;3.218724,718;3.2054543,678;3.1879628,280;3.1675808
1036,276,roadtype:city,276;3.9970849,265;3.968495,289;3.8212109,749;3.8042603,251;3.7219362,757;3.7002845,744;3.6538796,742;3.5968156,694;3.5866854,734;3.5260334,682;3.4920166,255;3.4523158,703;3.4237123,689;3.3479292,733;3.3016548,696;3.2407815,267;3.218724,718;3.2054543,678;3.1879628,280;3.1675808
1036,284,drivingstyle:sport driving,276;3.9970849,265;3.968495,289;3.8212109,749;3.8042603,251;3.7219362,757;3.7002845,744;3.6538796,742;3.5968156,694;3.5866854,734;3.5260334,682;3.4920166,255;3.4523158,703;3.4237123,689;3.3479292,733;3.3016548,696;3.2407815,267;3.218724,718;3.2054543,678;3.1879628,280;3.1675808
1030,760,drivingstyle:relaxed driving,696;5.121938,745;5.0567675,249;4.9505606,703;4.9347234,681;4.923151,266;4.8382087,700;4.813799,295;4.781879,755;4.728661,685;4.713434,760;4.6517835,251;4.5649066,291;4.5407004,253;4.521455,264;4.4772215,255;4.4613295,289;4.436741,747;4.3143263,754;4.279388,276;4.2762055
1030,736,naturalphenomena:afternoon,696;5.121938,745;5.0567675,249;4.9505606,703;4.9347234,681;4.923151,266;4.8382087,700;4.813799,295;4.781879,755;4.728661,685;4.713434,760;4.6517835,251;4.5649066,291;4.5407004,253;4.521455,264;4.4772215,255;4.4613295,289;4.436741,747;4.3143263,754;4.279388,276;4.2762055
1030,751,drivingstyle:sport driving,696;5.121938,745;5.0567675,249;4.9505606,703;4.9347234,681;4.923151,266;4.8382087,700;4.813799,295;4.781879,755;4.728661,685;4.713434,760;4.6517835,251;4.5649066,291;4.5407004,253;4.521455,264;4.4772215,255;4.4613295,289;4.436741,747;4.3143263,754;4.279388,276;4.2762055
1005,263,trafficconditions:free road;mood:happy,677;4.974506,720;3.9678605,745;3.806231,290;3.7981217,738;3.7632518,286;3.7380877,735;3.6937637,675;3.660233,750;3.6399937,726;3.555539,714;3.531137,725;3.5279045,752;3.4407504,270;3.438147,718;3.4323714,295;3.3892438,733;3.341955,258;3.318741,715;3.2861955,753;3.2634232
1005,676,trafficconditions:free road;drivingstyle:sport driving,677;4.974506,720;3.9678605,745;3.806231,290;3.7981217,738;3.7632518,286;3.7380877,735;3.6937637,675;3.660233,750;3.6399937,726;3.555539,714;3.531137,725;3.5279045,752;3.4407504,270;3.438147,718;3.4323714,295;3.3892438,733;3.341955,258;3.318741,715;3.2861955,753;3.2634232
1002,745,roadtype:highway,720;3.792261,696;3.6771863,677;3.4766843,681;3.4497058,264;3.3751335,703;3.3516665,750;3.3005435,289;3.2198725,736;3.1429462,277;3.1050804,746;3.101169,708;3.05393,291;3.0433633,250;2.9811969,276;2.9795625,675;2.9617672,749;2.9562314,248;2.946883,760;2.946004,260;2.9305074
1029,690,naturalphenomena:night,750;5.9303484,677;5.4303484,735;4.5478263,734;4.5478263,738;4.5478263,258;4.4303484,749;4.418397,720;4.364943,746;4.31278,702;4.311519,290;4.3097267,276;4.2558017,263;4.0755944,711;4.0478263,254;3.9576871,274;3.923186,760;3.829708,273;3.7855709,277;3.766169,253;3.72648
1001,279,naturalphenomena:night,257;5.6016884,720;5.127243,288;5.033061,260;4.998519,297;4.998519,261;4.820436,294;4.6080823,248;4.598891,258;4.5963326,293;4.4977365,289;4.456729,689;4.3391185,255;4.2347755,677;4.2097616,760;4.1995125,290;4.1539083,254;4.1063614,694;4.104869,295;4.0679197,259;4.065205
1039,284,mood:active,677;5.5174313,678;5.0453014,705;4.7508283,734;4.731379,746;4.6506915,704;4.621659,717;4.5955606,702;4.5933576,723;4.503686,272;4.4083524,752;4.3868084,726;4.382214,692;4.372938,749;4.3600674,758;4.3451047,742;4.326657,694;4.325057,286;4.3116193,756;4.3077483,268;4.2944245
1024,283,drivingstyle:relaxed driving,296;4.2206655,682;4.1579647,678;4.121661,694;4.102071,748;4.085488,282;3.9724264,757;3.9633193,744;3.959973,279;3.9596646,716;3.926853,740;3.9186113,281;3.902739,287;3.8586998,723;3.8503487,728;3.837442,722;3.8296812,747;3.8296812,693;3.81508,721;3.8095982,280;3.80665
