userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
1019,289,roadtype:city;naturalphenomena:night;drivingstyle:sport driving,699;2.362434,753;2.362434,691;2.362434,736;2.362434,719;2.362434,762;2.362434,277;2.362434,757;2.362434,296;2.362434,735;2.362434,690;2.362434,732;2.362434,276;2.362434,278;2.362434,739;2.362434,748;2.362434,714;2.362434,253;2.362434,725;2.362434,274;2.362434
1032,675,weather:cloudy,699;2.4607842,753;2.4607842,691;2.4607842,736;2.4607842,719;2.4607842,762;2.4607842,277;2.4607842,757;2.4607842,296;2.4607842,735;2.4607842,690;2.4607842,732;2.4607842,276;2.4607842,278;2.4607842,739;2.4607842,748;2.4607842,714;2.4607842,253;2.4607842,725;2.4607842,274;2.4607842
1032,758,trafficconditions:free road,699;2.4607842,753;2.4607842,691;2.4607842,736;2.4607842,719;2.4607842,762;2.4607842,277;2.4607842,757;2.4607842,296;2.4607842,735;2.4607842,690;2.4607842,732;2.4607842,276;2.4607842,278;2.4607842,739;2.4607842,748;2.4607842,714;2.4607842,253;2.4607842,725;2.4607842,274;2.4607842
1012,273,landscape:mountains,699;1.9015151,753;1.9015151,691;1.9015151,736;1.9015151,719;1.9015151,762;1.9015151,277;1.9015151,757;1.9015151,296;1.9015151,735;1.9015151,690;1.9015151,732;1.9015151,276;1.9015151,278;1.9015151,739;1.9015151,748;1.9015151,714;1.9015151,253;1.9015151,725;1.9015151,274;1.9015151
1012,720,trafficconditions:free road,699;1.9015151,753;1.9015151,691;1.9015151,736;1.9015151,719;1.9015151,762;1.9015151,277;1.9015151,757;1.9015151,296;1.9015151,735;1.9015151,690;1.9015151,732;1.9015151,276;1.9015151,278;1.9015151,739;1.9015151,748;1.9015151,714;1.9015151,725;1.9015151,274;1.9015151,679;1.9015151
1012,290,roadtype:serpentine;naturalphenomena:afternoon,699;1.9015151,753;1.9015151,691;1.9015151,736;1.9015151,719;1.9015151,762;1.9015151,277;1.9015151,757;1.9015151,296;1.9015151,735;1.9015151,690;1.9015151,732;1.9015151,276;1.9015151,278;1.9015151,739;1.9015151,748;1.9015151,714;1.9015151,253;1.9015151,725;1.9015151,274;1.9015151
1040,751,drivingstyle:relaxed driving,699;2.3703704,753;2.3703704,691;2.3703704,736;2.3703704,719;2.3703704,762;2.3703704,277;2.3703704,757;2.3703704,296;2.3703704,735;2.3703704,690;2.3703704,732;2.3703704,276;2.3703704,278;2.3703704,739;2.3703704,748;2.3703704,714;2.3703704,253;2.3703704,725;2.3703704,274;2.3703704
1009,250,weather:cloudy;landscape:country side,699;2.2096775,753;2.2096775,691;2.2096775,736;2.2096775,719;2.2096775,762;2.2096775,277;2.2096775,757;2.2096775,296;2.2096775,735;2.2096775,690;2.2096775,732;2.2096775,276;2.2096775,278;2.2096775,739;2.2096775,748;2.2096775,714;2.2096775,253;2.2096775,725;2.2096775,274;2.2096775
1009,253,sleepiness:sleepy,699;2.2096775,753;2.2096775,691;2.2096775,736;2.2096775,719;2.2096775,762;2.2096775,277;2.2096775,757;2.2096775,296;2.2096775,735;2.2096775,690;2.2096775,732;2.2096775,276;2.2096775,278;2.2096775,739;2.2096775,748;2.2096775,714;2.2096775,253;2.2096775,725;2.2096775,274;2.2096775
1009,249,trafficconditions:traffic jam,699;2.2096775,753;2.2096775,691;2.2096775,736;2.2096775,719;2.2096775,762;2.2096775,277;2.2096775,757;2.2096775,296;2.2096775,735;2.2096775,690;2.2096775,732;2.2096775,276;2.2096775,278;2.2096775,739;2.2096775,748;2.2096775,714;2.2096775,253;2.2096775,725;2.2096775,274;2.2096775
1009,254,sleepiness:awake;mood:happy,699;2.2096775,753;2.2096775,691;2.2096775,736;2.2096775,719;2.2096775,762;2.2096775,277;2.2096775,757;2.2096775,296;2.2096775,735;2.2096775,690;2.2096775,732;2.2096775,276;2.2096775,278;2.2096775,739;2.2096775,748;2.2096775,714;2.2096775,253;2.2096775,725;2.2096775,274;2.2096775
1033,706,drivingstyle:relaxed driving,699;2.6811595,691;2.6811595,736;2.6811595,719;2.6811595,762;2.6811595,277;2.6811595,757;2.6811595,296;2.6811595,735;2.6811595,732;2.6811595,276;2.6811595,278;2.6811595,739;2.6811595,714;2.6811595,253;2.6811595,725;2.6811595,274;2.6811595,679;2.6811595,713;2.6811595,686;2.6811595
1033,761,weather:snowing,699;2.6811595,753;2.6811595,691;2.6811595,736;2.6811595,719;2.6811595,762;2.6811595,277;2.6811595,757;2.6811595,296;2.6811595,735;2.6811595,690;2.6811595,732;2.6811595,276;2.6811595,278;2.6811595,739;2.6811595,748;2.6811595,714;2.6811595,725;2.6811595,274;2.6811595,679;2.6811595
1033,700,roadtype:serpentine;drivingstyle:relaxed driving,699;2.6811595,753;2.6811595,691;2.6811595,736;2.6811595,719;2.6811595,762;2.6811595,277;2.6811595,757;2.6811595,296;2.6811595,735;2.6811595,690;2.6811595,732;2.6811595,276;2.6811595,278;2.6811595,739;2.6811595,748;2.6811595,714;2.6811595,253;2.6811595,725;2.6811595,274;2.6811595
1033,266,weather:cloudy,699;2.6811595,753;2.6811595,691;2.6811595,736;2.6811595,719;2.6811595,762;2.6811595,277;2.6811595,296;2.6811595,735;2.6811595,690;2.6811595,732;2.6811595,276;2.6811595,278;2.6811595,739;2.6811595,748;2.6811595,714;2.6811595,253;2.6811595,725;2.6811595,274;2.6811595,679;2.6811595
1033,707,landscape:mountains,699;2.6811595,753;2.6811595,691;2.6811595,736;2.6811595,719;2.6811595,762;2.6811595,277;2.6811595,757;2.6811595,296;2.6811595,735;2.6811595,690;2.6811595,732;2.6811595,276;2.6811595,278;2.6811595,739;2.6811595,748;2.6811595,714;2.6811595,253;2.6811595,274;2.6811595,679;2.6811595
1033,708,trafficconditions:free road,699;2.6811595,753;2.6811595,691;2.6811595,719;2.6811595,762;2.6811595,277;2.6811595,757;2.6811595,296;2.6811595,735;2.6811595,690;2.6811595,732;2.6811595,276;2.6811595,278;2.6811595,739;2.6811595,714;2.6811595,253;2.6811595,725;2.6811595,274;2.6811595,679;2.6811595,686;2.6811595
1033,286,mood:sad;landscape:mountains,699;2.6811595,753;2.6811595,691;2.6811595,736;2.6811595,719;2.6811595,762;2.6811595,277;2.6811595,757;2.6811595,296;2.6811595,735;2.6811595,690;2.6811595,732;2.6811595,276;2.6811595,278;2.6811595,739;2.6811595,748;2.6811595,714;2.6811595,253;2.6811595,725;2.6811595,274;2.6811595
1033,249,roadtype:highway,699;2.6811595,753;2.6811595,691;2.6811595,736;2.6811595,719;2.6811595,762;2.6811595,277;2.6811595,757;2.6811595,296;2.6811595,735;2.6811595,690;2.6811595,732;2.6811595,276;2.6811595,278;2.6811595,739;2.6811595,748;2.6811595,714;2.6811595,253;2.6811595,725;2.6811595,274;2.6811595
1033,282,naturalphenomena:afternoon,699;2.6811595,753;2.6811595,691;2.6811595,736;2.6811595,719;2.6811595,762;2.6811595,277;2.6811595,757;2.6811595,296;2.6811595,735;2.6811595,690;2.6811595,732;2.6811595,276;2.6811595,278;2.6811595,739;2.6811595,748;2.6811595,714;2.6811595,725;2.6811595,274;2.6811595,679;2.6811595
1033,251,mood:sad,699;2.6811595,753;2.6811595,691;2.6811595,719;2.6811595,762;2.6811595,277;2.6811595,757;2.6811595,296;2.6811595,735;2.6811595,690;2.6811595,732;2.6811595,276;2.6811595,278;2.6811595,739;2.6811595,748;2.6811595,714;2.6811595,253;2.6811595,725;2.6811595,274;2.6811595,679;2.6811595
1033,727,weather:sunny,699;2.6811595,753;2.6811595,691;2.6811595,736;2.6811595,719;2.6811595,762;2.6811595,277;2.6811595,757;2.6811595,296;2.6811595,735;2.6811595,690;2.6811595,732;2.6811595,276;2.6811595,278;2.6811595,739;2.6811595,748;2.6811595,253;2.6811595,725;2.6811595,274;2.6811595,679;2.6811595
1031,724,landscape:urban,699;2.875,753;2.875,691;2.875,736;2.875,719;2.875,762;2.875,277;2.875,757;2.875,296;2.875,735;2.875,690;2.875,732;2.875,276;2.875,278;2.875,739;2.875,748;2.875,714;2.875,253;2.875,725;2.875,274;2.875
1023,295,sleepiness:awake,699;3.0686274,753;3.0686274,691;3.0686274,736;3.0686274,719;3.0686274,762;3.0686274,277;3.0686274,757;3.0686274,296;3.0686274,735;3.0686274,690;3.0686274,732;3.0686274,276;3.0686274,278;3.0686274,739;3.0686274,748;3.0686274,714;3.0686274,253;3.0686274,725;3.0686274,274;3.0686274
1023,699,mood:happy;landscape:coast line,699;3.0686274,753;3.0686274,691;3.0686274,736;3.0686274,719;3.0686274,762;3.0686274,277;3.0686274,757;3.0686274,296;3.0686274,735;3.0686274,690;3.0686274,732;3.0686274,276;3.0686274,278;3.0686274,739;3.0686274,748;3.0686274,714;3.0686274,253;3.0686274,725;3.0686274,274;3.0686274
1023,737,weather:rainy,699;3.0686274,753;3.0686274,691;3.0686274,736;3.0686274,719;3.0686274,762;3.0686274,277;3.0686274,757;3.0686274,296;3.0686274,735;3.0686274,690;3.0686274,732;3.0686274,276;3.0686274,278;3.0686274,739;3.0686274,748;3.0686274,714;3.0686274,253;3.0686274,725;3.0686274,274;3.0686274
1023,680,roadtype:highway,699;3.0686274,753;3.0686274,691;3.0686274,736;3.0686274,719;3.0686274,762;3.0686274,277;3.0686274,757;3.0686274,296;3.0686274,735;3.0686274,690;3.0686274,732;3.0686274,276;3.0686274,739;3.0686274,748;3.0686274,714;3.0686274,253;3.0686274,725;3.0686274,274;3.0686274,679;3.0686274
1023,743,mood:active,699;3.0686274,753;3.0686274,691;3.0686274,736;3.0686274,719;3.0686274,762;3.0686274,277;3.0686274,757;3.0686274,296;3.0686274,735;3.0686274,690;3.0686274,732;3.0686274,276;3.0686274,278;3.0686274,739;3.0686274,748;3.0686274,714;3.0686274,253;3.0686274,725;3.0686274,679;3.0686274
1023,754,drivingstyle:sport driving,699;3.0686274,753;3.0686274,691;3.0686274,736;3.0686274,719;3.0686274,762;3.0686274,277;3.0686274,757;3.0686274,296;3.0686274,735;3.0686274,690;3.0686274,276;3.0686274,278;3.0686274,739;3.0686274,748;3.0686274,714;3.0686274,253;3.0686274,725;3.0686274,274;3.0686274,679;3.0686274
1011,263,drivingstyle:relaxed driving,699;3.4,753;3.4,691;3.4,736;3.4,719;3.4,762;3.4,277;3.4,757;3.4,296;3.4,735;3.4,690;3.4,732;3.4,276;3.4,278;3.4,739;3.4,748;3.4,714;3.4,253;3.4,725;3.4,274;3.4
1011,686,trafficconditions:lots of cars;naturalphenomena:night,699;3.4,753;3.4,691;3.4,736;3.4,719;3.4,762;3.4,277;3.4,757;3.4,296;3.4,735;3.4,690;3.4,732;3.4,276;3.4,278;3.4,739;3.4,748;3.4,714;3.4,253;3.4,725;3.4,274;3.4
1006,256,weather:cloudy,699;2.2964911,753;2.2964911,691;2.2964911,736;2.2964911,719;2.2964911,762;2.2964911,277;2.2964911,757;2.2964911,296;2.2964911,735;2.2964911,690;2.2964911,732;2.2964911,276;2.2964911,278;2.2964911,739;2.2964911,748;2.2964911,253;2.2964911,725;2.2964911,274;2.2964911,679;2.2964911
1006,760,trafficconditions:free road;drivingstyle:sport driving,699;2.2964911,753;2.2964911,691;2.2964911,736;2.2964911,719;2.2964911,762;2.2964911,277;2.2964911,757;2.2964911,296;2.2964911,735;2.2964911,690;2.2964911,732;2.2964911,276;2.2964911,278;2.2964911,739;2.2964911,748;2.2964911,714;2.2964911,253;2.2964911,725;2.2964911,274;2.2964911
1006,695,roadtype:city;landscape:urban,699;2.2964911,753;2.2964911,691;2.2964911,719;2.2964911,762;2.2964911,277;2.2964911,757;2.2964911,296;2.2964911,735;2.2964911,690;2.2964911,732;2.2964911,276;2.2964911,278;2.2964911,739;2.2964911,748;2.2964911,714;2.2964911,253;2.2964911,725;2.2964911,274;2.2964911,679;2.2964911
1006,719,naturalphenomena:afternoon,699;2.2964911,753;2.2964911,691;2.2964911,736;2.2964911,719;2.2964911,762;2.2964911,277;2.2964911,757;2.2964911,296;2.2964911,735;2.2964911,690;2.2964911,732;2.2964911,276;2.2964911,278;2.2964911,748;2.2964911,714;2.2964911,253;2.2964911,725;2.2964911,274;2.2964911,679;2.2964911
1014,757,trafficconditions:lots of cars;roadtype:highway;drivingstyle:relaxed driving,699;3.0714285,753;3.0714285,691;3.0714285,736;3.0714285,719;3.0714285,762;3.0714285,277;3.0714285,757;3.0714285,296;3.0714285,735;3.0714285,690;3.0714285,732;3.0714285,276;3.0714285,278;3.0714285,739;3.0714285,748;3.0714285,714;3.0714285,253;3.0714285,725;3.0714285,274;3.0714285
1014,268,roadtype:highway,699;3.0714285,753;3.0714285,691;3.0714285,736;3.0714285,719;3.0714285,762;3.0714285,277;3.0714285,757;3.0714285,296;3.0714285,735;3.0714285,690;3.0714285,732;3.0714285,276;3.0714285,278;3.0714285,739;3.0714285,748;3.0714285,714;3.0714285,253;3.0714285,725;3.0714285,274;3.0714285
1021,683,landscape:country side;drivingstyle:relaxed driving,699;2.5238094,753;2.5238094,691;2.5238094,736;2.5238094,719;2.5238094,762;2.5238094,277;2.5238094,757;2.5238094,296;2.5238094,735;2.5238094,690;2.5238094,732;2.5238094,276;2.5238094,278;2.5238094,739;2.5238094,748;2.5238094,714;2.5238094,253;2.5238094,725;2.5238094,274;2.5238094
1036,261,landscape:mountains,699;2.6533334,753;2.6533334,691;2.6533334,736;2.6533334,719;2.6533334,762;2.6533334,277;2.6533334,757;2.6533334,296;2.6533334,735;2.6533334,690;2.6533334,732;2.6533334,276;2.6533334,278;2.6533334,739;2.6533334,748;2.6533334,714;2.6533334,253;2.6533334,725;2.6533334,274;2.6533334
1007,260,sleepiness:awake;landscape:mountains,699;2.5555556,753;2.5555556,691;2.5555556,736;2.5555556,719;2.5555556,762;2.5555556,277;2.5555556,757;2.5555556,296;2.5555556,735;2.5555556,690;2.5555556,732;2.5555556,276;2.5555556,278;2.5555556,739;2.5555556,748;2.5555556,714;2.5555556,253;2.5555556,725;2.5555556,274;2.5555556
1030,751,mood:lazy,699;3.4333334,753;3.4333334,691;3.4333334,736;3.4333334,719;3.4333334,762;3.4333334,277;3.4333334,757;3.4333334,296;3.4333334,735;3.4333334,690;3.4333334,732;3.4333334,276;3.4333334,278;3.4333334,739;3.4333334,748;3.4333334,714;3.4333334,253;3.4333334,725;3.4333334,274;3.4333334
1030,687,mood:lazy;landscape:coast line,699;3.4333334,753;3.4333334,691;3.4333334,736;3.4333334,719;3.4333334,762;3.4333334,277;3.4333334,757;3.4333334,296;3.4333334,735;3.4333334,690;3.4333334,732;3.4333334,276;3.4333334,278;3.4333334,739;3.4333334,748;3.4333334,714;3.4333334,253;3.4333334,725;3.4333334,274;3.4333334
1005,262,roadtype:serpentine,699;2.5873015,753;2.5873015,691;2.5873015,736;2.5873015,719;2.5873015,762;2.5873015,277;2.5873015,757;2.5873015,296;2.5873015,735;2.5873015,690;2.5873015,732;2.5873015,276;2.5873015,278;2.5873015,739;2.5873015,748;2.5873015,714;2.5873015,253;2.5873015,725;2.5873015,274;2.5873015
1038,722,trafficconditions:lots of cars,699;2.5,753;2.5,691;2.5,736;2.5,719;2.5,762;2.5,277;2.5,757;2.5,296;2.5,735;2.5,690;2.5,732;2.5,276;2.5,278;2.5,739;2.5,748;2.5,714;2.5,253;2.5,725;2.5,274;2.5
1010,257,mood:lazy,699;2.3666666,753;2.3666666,691;2.3666666,736;2.3666666,719;2.3666666,762;2.3666666,277;2.3666666,757;2.3666666,296;2.3666666,735;2.3666666,690;2.3666666,732;2.3666666,276;2.3666666,278;2.3666666,739;2.3666666,748;2.3666666,714;2.3666666,253;2.3666666,725;2.3666666,274;2.3666666
1017,700,roadtype:serpentine;naturalphenomena:day time,699;2.5967321,753;2.5967321,691;2.5967321,736;2.5967321,719;2.5967321,762;2.5967321,277;2.5967321,757;2.5967321,296;2.5967321,735;2.5967321,690;2.5967321,732;2.5967321,276;2.5967321,278;2.5967321,739;2.5967321,748;2.5967321,714;2.5967321,253;2.5967321,725;2.5967321,274;2.5967321
1002,726,weather:rainy;drivingstyle:sport driving,699;2.1321838,753;2.1321838,691;2.1321838,736;2.1321838,719;2.1321838,762;2.1321838,277;2.1321838,757;2.1321838,296;2.1321838,735;2.1321838,690;2.1321838,732;2.1321838,276;2.1321838,278;2.1321838,739;2.1321838,748;2.1321838,714;2.1321838,253;2.1321838,725;2.1321838,274;2.1321838
1024,717,naturalphenomena:night,699;3.05,753;3.05,691;3.05,736;3.05,719;3.05,762;3.05,277;3.05,757;3.05,296;3.05,735;3.05,690;3.05,732;3.05,276;3.05,278;3.05,739;3.05,748;3.05,714;3.05,253;3.05,725;3.05,274;3.05
