10
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
1033,736,trafficconditions:free road,677;4.1666665,289;3.9444444,263;3.9166667,248;3.875,290;3.7,746;3.6875,720;3.6666667,689;3.6666667,265;3.6,295;3.5
1033,267,roadtype:highway,677;4.1666665,289;3.9444444,263;3.9166667,248;3.875,290;3.7,689;3.6666667,265;3.6,295;3.5,260;3.5,253;3.4074075
1033,253,naturalphenomena:afternoon,677;4.1666665,289;3.9444444,263;3.9166667,248;3.875,290;3.7,746;3.6875,720;3.6666667,689;3.6666667,265;3.6,295;3.5
1033,714,weather:sunny,677;4.1666665,289;3.9444444,263;3.9166667,248;3.875,290;3.7,746;3.6875,720;3.6666667,689;3.6666667,265;3.6,295;3.5
1015,259,trafficconditions:free road,677;4.1666665,289;3.9444444,263;3.9166667,248;3.875,290;3.7,746;3.6875,720;3.6666667,689;3.6666667,265;3.6,295;3.5
1015,683,mood:active,677;4.1666665,289;3.9444444,263;3.9166667,248;3.875,290;3.7,746;3.6875,720;3.6666667,689;3.6666667,265;3.6,295;3.5
1023,693,weather:snowing,677;4.1666665,289;3.9444444,263;3.9166667,248;3.875,290;3.7,746;3.6875,720;3.6666667,689;3.6666667,265;3.6,295;3.5
1023,684,drivingstyle:sport driving,677;4.1666665,289;3.9444444,263;3.9166667,248;3.875,290;3.7,746;3.6875,720;3.6666667,689;3.6666667,265;3.6,295;3.5
1008,283,naturalphenomena:day time,677;4.1666665,289;3.9444444,263;3.9166667,248;3.875,290;3.7,746;3.6875,720;3.6666667,689;3.6666667,265;3.6,295;3.5
1006,249,trafficconditions:lots of cars;landscape:country side,677;4.1666665,289;3.9444444,263;3.9166667,248;3.875,290;3.7,746;3.6875,720;3.6666667,689;3.6666667,265;3.6,295;3.5
1006,269,sleepiness:awake;naturalphenomena:afternoon,677;4.1666665,289;3.9444444,263;3.9166667,248;3.875,290;3.7,746;3.6875,720;3.6666667,689;3.6666667,265;3.6,295;3.5
1006,261,landscape:mountains,677;4.1666665,289;3.9444444,263;3.9166667,248;3.875,290;3.7,746;3.6875,720;3.6666667,689;3.6666667,265;3.6,295;3.5
1006,286,naturalphenomena:afternoon;landscape:mountains,677;4.1666665,289;3.9444444,263;3.9166667,248;3.875,290;3.7,746;3.6875,720;3.6666667,689;3.6666667,265;3.6,295;3.5
1006,687,drivingstyle:sport driving,677;4.1666665,289;3.9444444,263;3.9166667,248;3.875,290;3.7,746;3.6875,720;3.6666667,689;3.6666667,265;3.6,260;3.5
1014,690,roadtype:city,677;4.1666665,289;3.9444444,263;3.9166667,248;3.875,290;3.7,746;3.6875,720;3.6666667,689;3.6666667,265;3.6,295;3.5
1021,741,trafficconditions:lots of cars;drivingstyle:sport driving,677;4.1666665,289;3.9444444,263;3.9166667,248;3.875,290;3.7,746;3.6875,720;3.6666667,689;3.6666667,265;3.6,295;3.5
1030,273,drivingstyle:relaxed driving,677;4.1666665,289;3.9444444,263;3.9166667,248;3.875,290;3.7,746;3.6875,720;3.6666667,689;3.6666667,265;3.6,295;3.5
1005,707,drivingstyle:sport driving,677;4.1666665,289;3.9444444,263;3.9166667,248;3.875,290;3.7,746;3.6875,720;3.6666667,689;3.6666667,265;3.6,295;3.5
1010,713,drivingstyle:sport driving,677;4.1666665,289;3.9444444,263;3.9166667,248;3.875,290;3.7,746;3.6875,720;3.6666667,689;3.6666667,265;3.6,295;3.5
1035,758,landscape:mountains;drivingstyle:relaxed driving,677;4.1666665,289;3.9444444,263;3.9166667,248;3.875,290;3.7,746;3.6875,720;3.6666667,689;3.6666667,265;3.6,295;3.5
1004,266,weather:sunny,677;4.1666665,289;3.9444444,263;3.9166667,248;3.875,290;3.7,746;3.6875,720;3.6666667,689;3.6666667,265;3.6,295;3.5
1022,254,weather:sunny;landscape:coast line,677;4.1666665,289;3.9444444,263;3.9166667,248;3.875,290;3.7,746;3.6875,720;3.6666667,689;3.6666667,265;3.6,295;3.5
1039,720,trafficconditions:lots of cars,677;4.1666665,289;3.9444444,263;3.9166667,248;3.875,290;3.7,746;3.6875,720;3.6666667,689;3.6666667,265;3.6,295;3.5
1039,288,weather:sunny,677;4.1666665,289;3.9444444,263;3.9166667,248;3.875,290;3.7,746;3.6875,720;3.6666667,689;3.6666667,265;3.6,295;3.5
1024,704,naturalphenomena:night,677;4.1666665,289;3.9444444,263;3.9166667,248;3.875,290;3.7,746;3.6875,720;3.6666667,689;3.6666667,265;3.6,295;3.5
