userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
1012,292,weather:rainy,699;1.9029851,753;1.9029851,691;1.9029851,736;1.9029851,719;1.9029851,762;1.9029851,757;1.9029851,296;1.9029851,735;1.9029851,690;1.9029851,732;1.9029851,276;1.9029851,278;1.9029851,739;1.9029851,748;1.9029851,714;1.9029851,253;1.9029851,725;1.9029851,274;1.9029851,679;1.9029851
1009,263,naturalphenomena:night,699;2.2313433,753;2.2313433,691;2.2313433,736;2.2313433,719;2.2313433,762;2.2313433,277;2.2313433,757;2.2313433,296;2.2313433,735;2.2313433,690;2.2313433,732;2.2313433,276;2.2313433,278;2.2313433,739;2.2313433,748;2.2313433,714;2.2313433,253;2.2313433,725;2.2313433,274;2.2313433
1033,724,drivingstyle:relaxed driving,699;2.7144928,691;2.7144928,736;2.7144928,719;2.7144928,762;2.7144928,277;2.7144928,757;2.7144928,296;2.7144928,735;2.7144928,732;2.7144928,276;2.7144928,278;2.7144928,739;2.7144928,714;2.7144928,253;2.7144928,725;2.7144928,274;2.7144928,679;2.7144928,713;2.7144928,686;2.7144928
1033,252,weather:snowing,699;2.7144928,753;2.7144928,691;2.7144928,736;2.7144928,719;2.7144928,762;2.7144928,277;2.7144928,757;2.7144928,296;2.7144928,735;2.7144928,690;2.7144928,732;2.7144928,276;2.7144928,278;2.7144928,739;2.7144928,748;2.7144928,714;2.7144928,725;2.7144928,274;2.7144928,679;2.7144928
1033,290;248,weather:cloudy,699;2.7144928,753;2.7144928,691;2.7144928,736;2.7144928,719;2.7144928,762;2.7144928,277;2.7144928,296;2.7144928,735;2.7144928,690;2.7144928,732;2.7144928,276;2.7144928,278;2.7144928,739;2.7144928,748;2.7144928,714;2.7144928,253;2.7144928,725;2.7144928,274;2.7144928,679;2.7144928
1033,743,landscape:mountains,699;2.7144928,753;2.7144928,691;2.7144928,736;2.7144928,719;2.7144928,762;2.7144928,277;2.7144928,757;2.7144928,296;2.7144928,735;2.7144928,690;2.7144928,732;2.7144928,276;2.7144928,278;2.7144928,739;2.7144928,748;2.7144928,714;2.7144928,253;2.7144928,274;2.7144928,679;2.7144928
1033,743,naturalphenomena:morning,699;2.7144928,753;2.7144928,691;2.7144928,736;2.7144928,719;2.7144928,762;2.7144928,277;2.7144928,757;2.7144928,296;2.7144928,735;2.7144928,690;2.7144928,732;2.7144928,276;2.7144928,739;2.7144928,748;2.7144928,714;2.7144928,725;2.7144928,274;2.7144928,679;2.7144928,713;2.7144928
1033,761,naturalphenomena:day time,699;2.7144928,753;2.7144928,691;2.7144928,719;2.7144928,762;2.7144928,277;2.7144928,757;2.7144928,296;2.7144928,735;2.7144928,690;2.7144928,732;2.7144928,276;2.7144928,278;2.7144928,739;2.7144928,748;2.7144928,714;2.7144928,253;2.7144928,725;2.7144928,274;2.7144928,679;2.7144928
1033,676,roadtype:city;landscape:urban,699;2.7144928,753;2.7144928,691;2.7144928,736;2.7144928,719;2.7144928,762;2.7144928,277;2.7144928,757;2.7144928,296;2.7144928,735;2.7144928,690;2.7144928,732;2.7144928,276;2.7144928,278;2.7144928,739;2.7144928,748;2.7144928,714;2.7144928,253;2.7144928,725;2.7144928,274;2.7144928
1033,682;722,roadtype:highway,699;2.7144928,753;2.7144928,691;2.7144928,736;2.7144928,719;2.7144928,762;2.7144928,277;2.7144928,757;2.7144928,296;2.7144928,735;2.7144928,690;2.7144928,732;2.7144928,276;2.7144928,278;2.7144928,739;2.7144928,748;2.7144928,714;2.7144928,253;2.7144928,725;2.7144928,274;2.7144928
1033,703,trafficconditions:free road;landscape:coast line,699;2.7144928,753;2.7144928,691;2.7144928,736;2.7144928,719;2.7144928,762;2.7144928,277;2.7144928,757;2.7144928,296;2.7144928,735;2.7144928,690;2.7144928,732;2.7144928,276;2.7144928,278;2.7144928,739;2.7144928,748;2.7144928,714;2.7144928,253;2.7144928,725;2.7144928,274;2.7144928
1033,704,mood:active,753;2.7144928,691;2.7144928,736;2.7144928,719;2.7144928,762;2.7144928,277;2.7144928,757;2.7144928,735;2.7144928,690;2.7144928,732;2.7144928,276;2.7144928,278;2.7144928,739;2.7144928,748;2.7144928,714;2.7144928,253;2.7144928,725;2.7144928,274;2.7144928,679;2.7144928,713;2.7144928
1033,712,naturalphenomena:afternoon,699;2.7144928,753;2.7144928,691;2.7144928,736;2.7144928,719;2.7144928,762;2.7144928,277;2.7144928,757;2.7144928,296;2.7144928,735;2.7144928,690;2.7144928,732;2.7144928,276;2.7144928,278;2.7144928,739;2.7144928,748;2.7144928,714;2.7144928,725;2.7144928,274;2.7144928,679;2.7144928
1031,265,sleepiness:awake;roadtype:city;mood:active,699;2.875,753;2.875,691;2.875,736;2.875,719;2.875,762;2.875,277;2.875,757;2.875,296;2.875,735;2.875,690;2.875,732;2.875,276;2.875,278;2.875,739;2.875,748;2.875,714;2.875,253;2.875,725;2.875,274;2.875
1023,278,naturalphenomena:day time,699;3.290476,753;3.290476,691;3.290476,736;3.290476,719;3.290476,762;3.290476,277;3.290476,757;3.290476,296;3.290476,735;3.290476,690;3.290476,732;3.290476,276;3.290476,278;3.290476,739;3.290476,748;3.290476,714;3.290476,253;3.290476,725;3.290476,274;3.290476
1023,682,trafficconditions:free road;drivingstyle:sport driving,699;3.290476,753;3.290476,691;3.290476,736;3.290476,719;3.290476,762;3.290476,277;3.290476,757;3.290476,296;3.290476,735;3.290476,690;3.290476,732;3.290476,276;3.290476,278;3.290476,739;3.290476,748;3.290476,714;3.290476,253;3.290476,725;3.290476,274;3.290476
1023,696,trafficconditions:lots of cars,699;3.290476,753;3.290476,691;3.290476,736;3.290476,719;3.290476,762;3.290476,277;3.290476,757;3.290476,296;3.290476,735;3.290476,690;3.290476,276;3.290476,278;3.290476,739;3.290476,748;3.290476,714;3.290476,253;3.290476,274;3.290476,679;3.290476,713;3.290476
1006,264,weather:cloudy,699;2.322807,753;2.322807,691;2.322807,736;2.322807,719;2.322807,762;2.322807,277;2.322807,757;2.322807,296;2.322807,735;2.322807,690;2.322807,732;2.322807,276;2.322807,278;2.322807,739;2.322807,748;2.322807,253;2.322807,725;2.322807,274;2.322807,679;2.322807
1006,741,mood:lazy;drivingstyle:sport driving,699;2.322807,753;2.322807,691;2.322807,736;2.322807,719;2.322807,762;2.322807,277;2.322807,757;2.322807,296;2.322807,735;2.322807,690;2.322807,732;2.322807,276;2.322807,278;2.322807,739;2.322807,748;2.322807,714;2.322807,253;2.322807,725;2.322807,274;2.322807
1014,742,trafficconditions:lots of cars;landscape:coast line,699;3.3111112,753;3.3111112,691;3.3111112,736;3.3111112,719;3.3111112,762;3.3111112,277;3.3111112,757;3.3111112,296;3.3111112,735;3.3111112,690;3.3111112,732;3.3111112,276;3.3111112,278;3.3111112,739;3.3111112,748;3.3111112,714;3.3111112,253;3.3111112,725;3.3111112,274;3.3111112
1036,746,weather:sunny;mood:happy,699;2.5069444,753;2.5069444,691;2.5069444,736;2.5069444,719;2.5069444,762;2.5069444,277;2.5069444,757;2.5069444,296;2.5069444,735;2.5069444,690;2.5069444,732;2.5069444,276;2.5069444,278;2.5069444,739;2.5069444,748;2.5069444,714;2.5069444,253;2.5069444,725;2.5069444,274;2.5069444
1036,276,trafficconditions:traffic jam,699;2.5069444,753;2.5069444,691;2.5069444,736;2.5069444,719;2.5069444,762;2.5069444,277;2.5069444,757;2.5069444,296;2.5069444,735;2.5069444,690;2.5069444,732;2.5069444,276;2.5069444,278;2.5069444,739;2.5069444,748;2.5069444,714;2.5069444,253;2.5069444,725;2.5069444,274;2.5069444
1036,276,roadtype:city,699;2.5069444,753;2.5069444,691;2.5069444,736;2.5069444,719;2.5069444,762;2.5069444,277;2.5069444,757;2.5069444,296;2.5069444,735;2.5069444,690;2.5069444,732;2.5069444,276;2.5069444,278;2.5069444,739;2.5069444,748;2.5069444,714;2.5069444,253;2.5069444,725;2.5069444,274;2.5069444
1036,284,drivingstyle:sport driving,699;2.5069444,753;2.5069444,691;2.5069444,736;2.5069444,719;2.5069444,762;2.5069444,277;2.5069444,757;2.5069444,296;2.5069444,735;2.5069444,690;2.5069444,732;2.5069444,276;2.5069444,278;2.5069444,739;2.5069444,748;2.5069444,714;2.5069444,253;2.5069444,725;2.5069444,274;2.5069444
1030,760,drivingstyle:relaxed driving,699;3.45,753;3.45,691;3.45,736;3.45,719;3.45,762;3.45,277;3.45,757;3.45,296;3.45,735;3.45,690;3.45,732;3.45,276;3.45,278;3.45,739;3.45,748;3.45,714;3.45,253;3.45,725;3.45,274;3.45
1030,736,naturalphenomena:afternoon,699;3.45,753;3.45,691;3.45,736;3.45,719;3.45,762;3.45,277;3.45,757;3.45,296;3.45,735;3.45,690;3.45,732;3.45,276;3.45,278;3.45,739;3.45,748;3.45,714;3.45,253;3.45,725;3.45,274;3.45
1030,751,drivingstyle:sport driving,699;3.45,753;3.45,691;3.45,736;3.45,719;3.45,762;3.45,277;3.45,757;3.45,296;3.45,735;3.45,690;3.45,732;3.45,276;3.45,278;3.45,739;3.45,748;3.45,714;3.45,253;3.45,725;3.45,274;3.45
1005,263,trafficconditions:free road;mood:happy,699;2.6269841,753;2.6269841,691;2.6269841,736;2.6269841,719;2.6269841,762;2.6269841,277;2.6269841,757;2.6269841,296;2.6269841,735;2.6269841,690;2.6269841,732;2.6269841,276;2.6269841,278;2.6269841,739;2.6269841,748;2.6269841,714;2.6269841,253;2.6269841,725;2.6269841,274;2.6269841
1005,676,trafficconditions:free road;drivingstyle:sport driving,699;2.6269841,753;2.6269841,691;2.6269841,736;2.6269841,719;2.6269841,762;2.6269841,277;2.6269841,757;2.6269841,296;2.6269841,735;2.6269841,690;2.6269841,732;2.6269841,276;2.6269841,278;2.6269841,739;2.6269841,748;2.6269841,714;2.6269841,253;2.6269841,725;2.6269841,274;2.6269841
1002,745,roadtype:highway,699;2.1388888,753;2.1388888,691;2.1388888,736;2.1388888,719;2.1388888,762;2.1388888,277;2.1388888,757;2.1388888,296;2.1388888,735;2.1388888,690;2.1388888,732;2.1388888,276;2.1388888,278;2.1388888,739;2.1388888,748;2.1388888,714;2.1388888,253;2.1388888,725;2.1388888,274;2.1388888
1029,690,naturalphenomena:night,699;2.8333333,753;2.8333333,691;2.8333333,736;2.8333333,719;2.8333333,762;2.8333333,277;2.8333333,757;2.8333333,296;2.8333333,735;2.8333333,690;2.8333333,732;2.8333333,276;2.8333333,278;2.8333333,739;2.8333333,748;2.8333333,714;2.8333333,253;2.8333333,725;2.8333333,274;2.8333333
1001,279,naturalphenomena:night,699;3.1,753;3.1,691;3.1,736;3.1,719;3.1,762;3.1,277;3.1,757;3.1,296;3.1,735;3.1,690;3.1,732;3.1,276;3.1,278;3.1,739;3.1,748;3.1,714;3.1,253;3.1,725;3.1,274;3.1
1039,284,mood:active,699;3.5,753;3.5,691;3.5,736;3.5,719;3.5,762;3.5,277;3.5,757;3.5,296;3.5,735;3.5,690;3.5,732;3.5,276;3.5,278;3.5,739;3.5,748;3.5,714;3.5,253;3.5,725;3.5,274;3.5
1024,283,drivingstyle:relaxed driving,699;3.05,753;3.05,691;3.05,736;3.05,719;3.05,762;3.05,277;3.05,757;3.05,296;3.05,735;3.05,690;3.05,732;3.05,276;3.05,278;3.05,739;3.05,748;3.05,714;3.05,253;3.05,725;3.05,274;3.05
