userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
1033,267,roadtype:highway,699;2.7192984,753;2.7192984,691;2.7192984,736;2.7192984,719;2.7192984,762;2.7192984,277;2.7192984,757;2.7192984,296;2.7192984,735;2.7192984,690;2.7192984,732;2.7192984,276;2.7192984,278;2.7192984,739;2.7192984,748;2.7192984,714;2.7192984,253;2.7192984,725;2.7192984,274;2.7192984
1033,253,naturalphenomena:afternoon,699;2.7192984,753;2.7192984,691;2.7192984,736;2.7192984,719;2.7192984,762;2.7192984,277;2.7192984,757;2.7192984,296;2.7192984,735;2.7192984,690;2.7192984,732;2.7192984,276;2.7192984,278;2.7192984,739;2.7192984,748;2.7192984,714;2.7192984,253;2.7192984,725;2.7192984,274;2.7192984
1033,714,weather:sunny,699;2.7192984,753;2.7192984,691;2.7192984,736;2.7192984,719;2.7192984,762;2.7192984,277;2.7192984,757;2.7192984,296;2.7192984,735;2.7192984,690;2.7192984,732;2.7192984,276;2.7192984,278;2.7192984,739;2.7192984,748;2.7192984,714;2.7192984,253;2.7192984,725;2.7192984,274;2.7192984
1015,259,trafficconditions:free road,699;2.1,753;2.1,691;2.1,736;2.1,719;2.1,762;2.1,277;2.1,757;2.1,296;2.1,735;2.1,690;2.1,732;2.1,276;2.1,278;2.1,739;2.1,748;2.1,714;2.1,253;2.1,725;2.1,274;2.1
1015,683,mood:active,699;2.1,753;2.1,691;2.1,736;2.1,719;2.1,762;2.1,277;2.1,757;2.1,296;2.1,735;2.1,690;2.1,732;2.1,276;2.1,278;2.1,739;2.1,748;2.1,714;2.1,253;2.1,725;2.1,274;2.1
1023,693,weather:snowing,699;3.2142856,753;3.2142856,691;3.2142856,736;3.2142856,719;3.2142856,762;3.2142856,277;3.2142856,757;3.2142856,296;3.2142856,735;3.2142856,690;3.2142856,732;3.2142856,276;3.2142856,278;3.2142856,739;3.2142856,748;3.2142856,714;3.2142856,725;3.2142856,274;3.2142856,679;3.2142856
1023,684,drivingstyle:sport driving,699;3.2142856,753;3.2142856,691;3.2142856,736;3.2142856,719;3.2142856,762;3.2142856,277;3.2142856,757;3.2142856,296;3.2142856,735;3.2142856,690;3.2142856,276;3.2142856,278;3.2142856,739;3.2142856,748;3.2142856,714;3.2142856,253;3.2142856,725;3.2142856,274;3.2142856,679;3.2142856
1008,283,naturalphenomena:day time,699;1.7533333,753;1.7533333,691;1.7533333,736;1.7533333,719;1.7533333,762;1.7533333,277;1.7533333,757;1.7533333,296;1.7533333,735;1.7533333,690;1.7533333,732;1.7533333,276;1.7533333,278;1.7533333,739;1.7533333,748;1.7533333,714;1.7533333,253;1.7533333,725;1.7533333,274;1.7533333
1006,249,trafficconditions:lots of cars;landscape:country side,699;2.3049645,753;2.3049645,691;2.3049645,736;2.3049645,719;2.3049645,762;2.3049645,277;2.3049645,757;2.3049645,296;2.3049645,735;2.3049645,690;2.3049645,732;2.3049645,276;2.3049645,278;2.3049645,739;2.3049645,748;2.3049645,714;2.3049645,253;2.3049645,725;2.3049645,274;2.3049645
1006,269,sleepiness:awake;naturalphenomena:afternoon,699;2.3049645,753;2.3049645,691;2.3049645,736;2.3049645,719;2.3049645,762;2.3049645,277;2.3049645,757;2.3049645,296;2.3049645,735;2.3049645,690;2.3049645,732;2.3049645,276;2.3049645,278;2.3049645,739;2.3049645,748;2.3049645,714;2.3049645,253;2.3049645,725;2.3049645,274;2.3049645
1006,261,landscape:mountains,699;2.3049645,753;2.3049645,691;2.3049645,736;2.3049645,719;2.3049645,762;2.3049645,277;2.3049645,757;2.3049645,296;2.3049645,735;2.3049645,690;2.3049645,732;2.3049645,276;2.3049645,278;2.3049645,739;2.3049645,748;2.3049645,714;2.3049645,253;2.3049645,725;2.3049645,274;2.3049645
1006,286,naturalphenomena:afternoon;landscape:mountains,699;2.3049645,753;2.3049645,691;2.3049645,736;2.3049645,719;2.3049645,762;2.3049645,277;2.3049645,757;2.3049645,296;2.3049645,735;2.3049645,690;2.3049645,732;2.3049645,276;2.3049645,278;2.3049645,739;2.3049645,748;2.3049645,714;2.3049645,253;2.3049645,725;2.3049645,274;2.3049645
1006,687,drivingstyle:sport driving,699;2.3049645,753;2.3049645,691;2.3049645,736;2.3049645,719;2.3049645,762;2.3049645,277;2.3049645,757;2.3049645,735;2.3049645,690;2.3049645,732;2.3049645,276;2.3049645,278;2.3049645,739;2.3049645,748;2.3049645,714;2.3049645,253;2.3049645,274;2.3049645,679;2.3049645,713;2.3049645
1014,690,roadtype:city,699;3.1444445,753;3.1444445,691;3.1444445,736;3.1444445,719;3.1444445,762;3.1444445,277;3.1444445,757;3.1444445,296;3.1444445,735;3.1444445,690;3.1444445,732;3.1444445,276;3.1444445,278;3.1444445,739;3.1444445,748;3.1444445,714;3.1444445,253;3.1444445,725;3.1444445,274;3.1444445
1021,741,trafficconditions:lots of cars;drivingstyle:sport driving,699;2.1111112,753;2.1111112,691;2.1111112,736;2.1111112,719;2.1111112,762;2.1111112,277;2.1111112,757;2.1111112,296;2.1111112,735;2.1111112,690;2.1111112,732;2.1111112,276;2.1111112,278;2.1111112,739;2.1111112,748;2.1111112,714;2.1111112,253;2.1111112,725;2.1111112,274;2.1111112
1030,273,drivingstyle:relaxed driving,699;3.1833334,753;3.1833334,691;3.1833334,736;3.1833334,719;3.1833334,762;3.1833334,277;3.1833334,757;3.1833334,296;3.1833334,735;3.1833334,690;3.1833334,732;3.1833334,276;3.1833334,278;3.1833334,739;3.1833334,748;3.1833334,714;3.1833334,253;3.1833334,725;3.1833334,274;3.1833334
1005,707,drivingstyle:sport driving,699;2.6269841,753;2.6269841,691;2.6269841,736;2.6269841,719;2.6269841,762;2.6269841,277;2.6269841,757;2.6269841,296;2.6269841,735;2.6269841,690;2.6269841,732;2.6269841,276;2.6269841,278;2.6269841,739;2.6269841,748;2.6269841,714;2.6269841,253;2.6269841,725;2.6269841,274;2.6269841
1010,713,drivingstyle:sport driving,699;2.3,753;2.3,691;2.3,736;2.3,719;2.3,762;2.3,277;2.3,757;2.3,296;2.3,735;2.3,690;2.3,732;2.3,276;2.3,278;2.3,739;2.3,748;2.3,714;2.3,253;2.3,725;2.3,274;2.3
1035,758,landscape:mountains;drivingstyle:relaxed driving,699;2.1764705,753;2.1764705,691;2.1764705,736;2.1764705,719;2.1764705,762;2.1764705,277;2.1764705,757;2.1764705,296;2.1764705,735;2.1764705,690;2.1764705,732;2.1764705,276;2.1764705,278;2.1764705,739;2.1764705,748;2.1764705,714;2.1764705,253;2.1764705,725;2.1764705,274;2.1764705
1004,266,weather:sunny,699;2.0,753;2.0,691;2.0,736;2.0,719;2.0,762;2.0,277;2.0,757;2.0,296;2.0,735;2.0,690;2.0,732;2.0,276;2.0,278;2.0,739;2.0,748;2.0,714;2.0,253;2.0,725;2.0,274;2.0
1022,254,weather:sunny;landscape:coast line,699;2.35,753;2.35,691;2.35,736;2.35,719;2.35,762;2.35,277;2.35,757;2.35,296;2.35,735;2.35,690;2.35,732;2.35,276;2.35,278;2.35,739;2.35,748;2.35,714;2.35,253;2.35,725;2.35,274;2.35
1039,720,trafficconditions:lots of cars,699;3.7,753;3.7,691;3.7,736;3.7,719;3.7,762;3.7,277;3.7,757;3.7,296;3.7,735;3.7,690;3.7,732;3.7,276;3.7,278;3.7,739;3.7,748;3.7,714;3.7,253;3.7,725;3.7,274;3.7
1039,288,weather:sunny,699;3.7,753;3.7,691;3.7,736;3.7,719;3.7,762;3.7,277;3.7,757;3.7,296;3.7,735;3.7,690;3.7,732;3.7,276;3.7,278;3.7,739;3.7,748;3.7,714;3.7,253;3.7,725;3.7,274;3.7
1024,704,naturalphenomena:night,699;3.1,753;3.1,691;3.1,736;3.1,719;3.1,762;3.1,277;3.1,757;3.1,296;3.1,735;3.1,690;3.1,732;3.1,276;3.1,278;3.1,739;3.1,748;3.1,714;3.1,253;3.1,725;3.1,274;3.1
