userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
1038,252,sleepiness:sleepy,699;2.4666667,753;2.4666667,691;2.4666667,736;2.4666667,719;2.4666667,762;2.4666667,277;2.4666667,757;2.4666667,296;2.4666667,735;2.4666667,690;2.4666667,732;2.4666667,276;2.4666667,278;2.4666667,739;2.4666667,748;2.4666667,714;2.4666667,253;2.4666667,725;2.4666667,274;2.4666667
1020,285,mood:active,699;2.25,753;2.25,691;2.25,736;2.25,719;2.25,762;2.25,277;2.25,757;2.25,296;2.25,735;2.25,690;2.25,732;2.25,276;2.25,278;2.25,739;2.25,748;2.25,714;2.25,253;2.25,725;2.25,274;2.25
1027,698,mood:lazy,699;2.6851852,753;2.6851852,691;2.6851852,736;2.6851852,719;2.6851852,762;2.6851852,277;2.6851852,757;2.6851852,296;2.6851852,735;2.6851852,690;2.6851852,732;2.6851852,276;2.6851852,278;2.6851852,739;2.6851852,748;2.6851852,714;2.6851852,253;2.6851852,725;2.6851852,274;2.6851852
1027,703,mood:sad,699;2.6851852,753;2.6851852,691;2.6851852,736;2.6851852,719;2.6851852,762;2.6851852,277;2.6851852,757;2.6851852,296;2.6851852,735;2.6851852,690;2.6851852,732;2.6851852,276;2.6851852,278;2.6851852,739;2.6851852,748;2.6851852,714;2.6851852,253;2.6851852,725;2.6851852,274;2.6851852
1002,295,weather:snowing,699;2.091954,753;2.091954,691;2.091954,736;2.091954,719;2.091954,277;2.091954,757;2.091954,296;2.091954,735;2.091954,690;2.091954,732;2.091954,276;2.091954,278;2.091954,739;2.091954,748;2.091954,714;2.091954,253;2.091954,725;2.091954,274;2.091954,679;2.091954
1002,295,roadtype:highway,699;2.091954,753;2.091954,691;2.091954,736;2.091954,719;2.091954,762;2.091954,277;2.091954,757;2.091954,296;2.091954,735;2.091954,690;2.091954,732;2.091954,276;2.091954,278;2.091954,739;2.091954,748;2.091954,714;2.091954,253;2.091954,725;2.091954,274;2.091954
1022,710,drivingstyle:sport driving,699;2.35,753;2.35,691;2.35,736;2.35,719;2.35,762;2.35,277;2.35,757;2.35,296;2.35,735;2.35,690;2.35,732;2.35,276;2.35,278;2.35,739;2.35,748;2.35,714;2.35,253;2.35,725;2.35,274;2.35
1039,265,sleepiness:awake;roadtype:highway;naturalphenomena:afternoon,699;3.1785715,753;3.1785715,691;3.1785715,736;3.1785715,719;3.1785715,762;3.1785715,277;3.1785715,757;3.1785715,296;3.1785715,735;3.1785715,690;3.1785715,732;3.1785715,276;3.1785715,278;3.1785715,739;3.1785715,748;3.1785715,714;3.1785715,253;3.1785715,725;3.1785715,274;3.1785715
1039,678,trafficconditions:lots of cars;roadtype:highway;drivingstyle:sport driving,699;3.1785715,753;3.1785715,691;3.1785715,736;3.1785715,719;3.1785715,762;3.1785715,277;3.1785715,757;3.1785715,296;3.1785715,735;3.1785715,690;3.1785715,732;3.1785715,276;3.1785715,278;3.1785715,739;3.1785715,748;3.1785715,714;3.1785715,253;3.1785715,725;3.1785715,274;3.1785715
1039,746,weather:sunny;mood:lazy,699;3.1785715,753;3.1785715,691;3.1785715,736;3.1785715,719;3.1785715,762;3.1785715,277;3.1785715,757;3.1785715,296;3.1785715,735;3.1785715,690;3.1785715,732;3.1785715,276;3.1785715,278;3.1785715,739;3.1785715,748;3.1785715,714;3.1785715,253;3.1785715,725;3.1785715,274;3.1785715
1039,710,drivingstyle:sport driving,699;3.1785715,753;3.1785715,691;3.1785715,736;3.1785715,719;3.1785715,762;3.1785715,277;3.1785715,757;3.1785715,296;3.1785715,735;3.1785715,690;3.1785715,732;3.1785715,276;3.1785715,278;3.1785715,739;3.1785715,748;3.1785715,714;3.1785715,253;3.1785715,725;3.1785715,274;3.1785715
1024,704,mood:happy,699;3.1,753;3.1,691;3.1,736;3.1,719;3.1,762;3.1,277;3.1,757;3.1,296;3.1,735;3.1,690;3.1,732;3.1,276;3.1,278;3.1,739;3.1,748;3.1,714;3.1,253;3.1,725;3.1,274;3.1
